亿联网络,89.20457080794556
亿通科技,46.53745690428279
新易盛,45.045692513552574
天孚通信,42.59719605308088
淳中科技,38.62532897823201
光弘科技,28.164884406314442
百邦科技,25.487960136307404
会畅通讯,24.44368349639411
移为通信,16.403503785902252
闻泰科技,13.570378380153002
硕贝德,12.897341556712725
振芯科技,10.659804376286678
神宇股份,10.158922983001752
海格通信,9.872902154134788
信维通信,9.426668806146832
鼎信通讯,8.303332587606926
中际旭创,7.618233931608736
星网锐捷,7.3313181159054555
中天科技,6.946494860929518
共进股份,5.55996240488551
长飞光纤,5.524707475292914
东信和平,5.332418137563331
北斗星通,5.219424063232373
国睿科技,4.687884602649011
润建股份,4.438382886288405
中富通,4.361931591490999
天邑股份,4.302624013602006
天邑股份,4.302624013602006
金信诺,4.066805280303375
友讯达,3.970765440120447
贝通信,3.93170098348776
光迅科技,3.892005892922619
光迅科技,3.892005892922619
富通鑫茂,3.737558609711616
凯乐科技,3.6897788609930573
美格智能,3.3642434800950887
航天发展,3.0147752895898843
亨通光电,3.00065483633478
东山精密,2.696987300587768
广哈通信,2.5081163990050745
万隆光电,2.5075057210731484
烽火电子,2.438732474965458
万马科技,2.4125168920467974
科信技术,2.3693387216105095
吉大通信,1.7589241266492304
七一二,1.7325616756170692
雷科防务,1.586683805523906
瑞斯康达,1.5292472015107725
中海达,1.4009834842471396
超讯通信,1.275152737905299
四川九洲,1.0378083805878284
四创电子,1.0118052895944687
通鼎互联,0.9419001079051414
通宇通讯,0.9356093417972595
苏州科达,0.9001113337129976
烽火通信,0.7010260591110057
南京熊猫,0.6298724788394138
瀛通通讯,0.5850766913186748
海能达,0.5142011750487092
佳讯飞鸿,0.1877414139056407
航天通信,0.136597230254815
盛路通信,-0.2801230837935335
广和通,-0.5440113115442269
特发信息,-0.6497229308217073
纵横通信,-1.4046793339031658
路通视信,-1.602499623391714
东方通信,-1.6538752732260469
合众思壮,-1.7605764421872594
华测导航,-1.8937334983213383
中嘉博创,-1.9446436003480885
高新兴,-2.1402166990805167
永鼎股份,-2.184085912365055
金溢科技,-2.6542979013684582
润欣科技,-2.800660284489895
上海瀚讯,-3.2524967423985895
剑桥科技,-3.7281245112488963
星网宇达,-3.8471175081574716
东土科技,-4.472408371317795
华平股份,-4.5493004730703035
数码科技,-5.262716964523596
中通国脉,-5.510304771332435
日海智能,-7.372798986396666
立昂技术,-9.384613450729972
长江通信,-11.71598313897442
中国海防,-13.856953541572649
