,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
425,福晶科技,0.2561,0.1265,0.8201,1.2775,165.1424
426,三七互娱,0.2561,0.2328,1.6974,0.8564,98.1021
427,百傲化学,0.2558,0.1506,0.9315,1.3602,282.7716
428,迎驾贡酒,0.2556,0.1389,1.1443,0.4296,44.5502
429,苏利股份,0.2555,0.1709,0.9867,1.8795,197.3923
430,久远银海,0.2554,0.1128,1.6663,0.2621,30.835
431,华测检测,0.2551,0.1685,2.4201,0.5324,57.5926
432,天银机电,0.2544,0.0993,1.944,0.3331,34.162
433,奥瑞金,0.2542,0.1546,9.2919,0.2655,30.9992
434,震安科技,0.2538,0.1553,1.0188,0.6127,64.4464
435,康龙化成,0.2535,0.1594,2.1746,0.3229,58.7079
436,养元饮品,0.2534,0.1349,0.7707,0.5926,60.7627
437,迪瑞医疗,0.2532,0.1188,0.9848,0.5539,64.8439
438,晓程科技,0.253,0.0285,15.3247,0.1315,15.187999999999999
439,华灿光电,0.253,0.0536,2.8337,0.0989,17.4433
440,亿帆医药,0.2528,0.1198,1.6880000000000002,0.4055,48.8642
441,顺络电子,0.2528,0.114,1.2363,0.6788,80.9339
442,劲嘉股份,0.2527,0.1039,1.0456,0.5956,61.4898
443,帝尔激光,0.2527,0.1043,0.5492,0.1634,16.5544
444,集友股份,0.2521,0.1122,0.9840000000000001,0.2926,31.0415
445,佳隆股份,0.252,0.0624,2.2842,0.6355,89.7056
446,康斯特,0.2515,0.102,0.8172,1.031,123.4273
447,弘亚数控,0.2512,0.2014,1.0988,1.0199,127.0543
448,华英农业,0.2511,0.1482,7.0046,0.2213,24.6039
449,众兴菌业,0.2502,0.0564,2.0559,0.1569,70.9117
450,宝丰能源,0.2502,0.1217,0.8836,0.2484,43.6503
451,新兴装备,0.25,0.0609,0.6695,0.873,87.3034
452,电连技术,0.2498,0.0878,1.3978,0.8477,87.0383
453,富瀚微,0.2498,0.0865,2.2242,0.6632,69.7165
454,盐田港,0.2496,0.0097,0.1968,0.0393,20.6538
455,扬农化工,0.2495,0.1775,1.4055,0.5058,51.3772
456,全通教育,0.249,0.09699999999999999,,0.3105,37.0361
457,*ST德豪,0.2488,0.0945,,0.2147,22.2784
458,苏宁环球,0.248,0.0426,0.8219,0.0804,9.391
459,华微电子,0.2477,0.0966,3.9571,0.19699999999999998,23.9314
460,鲁西化工,0.2474,0.1895,1.7169,0.3134,38.4635
461,万年青,0.2469,0.2507,1.3714,0.6365,76.7407
462,旗滨集团,0.2466,0.161,1.7111,0.3923,79.6637
463,供销大集,0.2465,0.0718,5.245,0.1683,21.7998
464,承德露露,0.2464,0.184,1.2673,0.5901,62.5097
465,诚意药业,0.2461,0.1646,1.3789,0.9428,97.6216
466,亚太实业,0.2452,0.0466,0.8596,0.0927,10.7638
467,崇达技术,0.2451,0.1806,1.5983,0.4364,67.0122
468,蓝帆医疗,0.2448,0.0511,1.8275,0.1326,28.1533
469,横店影视,0.2447,0.2066,2.0786,0.6429,80.7061
470,民和股份,0.2445,0.1693,1.1681,0.2957,32.5803
471,博实股份,0.2444,0.065,1.3659999999999999,0.1707,18.1344
472,广东榕泰,0.2441,0.0768,2.702,0.1872,20.7677
473,量子生物,0.2439,0.0726,1.5206,0.2127,68.5901
474,浙江鼎力,0.2435,0.1144,0.8652,0.4027,47.1501
475,林州重机,0.2434,0.0668,,0.1067,11.7525
476,汉森制药,0.2433,0.1247,1.5202,0.5156,53.7381
477,欧比特,0.2432,0.0537,2.3234,0.24600000000000002,26.745
478,绿康生化,0.2431,0.1043,1.1206,1.3489,161.7283
479,中石科技,0.2427,0.2049,1.3123,0.8303,83.0292
480,凯众股份,0.2417,0.1378,1.0467,1.0368,106.4691
481,华东科技,0.2408,0.0427,,0.0888,18.9002
482,鹏鼎控股,0.2402,0.22699999999999998,2.2408,0.6559999999999999,65.917
483,海宁皮城,0.24,0.037000000000000005,1.256,0.1159,13.7592
484,长春经开,0.2398,0.0493,1.4456,0.4154,42.2928
485,卓胜微,0.2397,0.248,0.8373,1.9451,214.2521
486,锦江股份,0.2392,0.0876,2.8633,0.1335,43.667
487,台海核电,0.239,0.0462,0.9703,0.0842,10.3573
488,内蒙华电,0.2389,0.0764,3.0031,0.1239,28.1411
489,银泰资源,0.2383,0.1077,1.493,0.8923,220.1941
490,兴化股份,0.2379,0.1132,2.0519,0.6641,76.8648
491,香溢融通,0.2378,0.0563,4.6907,0.2442,38.1192
492,鲁商置业,0.2375,0.0429,8.9195,0.0456,5.2355
493,立华股份,0.2372,0.3007,1.3169,1.1086,116.7081
494,济川药业,0.2371,0.2192,1.0126,0.7306,102.4787
495,鸿达兴业,0.2366,0.1011,2.3367,0.1788,21.2868
496,上实发展,0.2363,0.0547,2.2147,0.0785,11.8844
497,乐普医疗,0.2361,0.0993,1.1957,0.17600000000000002,29.6003
498,浙数文化,0.2353,0.0449,0.7849,0.3334,69.7415
499,岷江水电,0.2352,0.11,2.593,0.2248,66.2067
500,高争民爆,0.2352,0.0857,1.3579,0.521,54.0397
501,贝达药业,0.23399999999999999,0.0828,1.7514,0.2276,38.1297
502,佳发教育,0.2337,0.0915,0.6992,0.4807,48.3705
503,金禾实业,0.2331,0.1692,1.0567,0.5428,74.8692
504,戴维医疗,0.233,0.079,2.4279,0.7511,77.6176
505,汇通能源,0.2327,0.3918,26.2987,0.9373,126.5726
506,中国宝安,0.2324,0.0912,4.0941,0.1404,21.1777
507,皖维高新,0.2318,0.14800000000000002,10.433,0.2985,39.3096
508,文山电力,0.2316,0.1708,1.5839,0.5888,77.4281
509,天坛生物,0.2313,0.1338,0.9212,0.9413,140.5285
510,中视传媒,0.2312,0.1184,1.5085,0.514,51.3971
511,*ST云网,0.231,0.2066,2.4025,0.2809,29.3449
512,大东海A,0.2298,0.0769,10.3843,0.6518,76.0634
513,中国国航,0.2297,0.1289,3.8313,0.2195,43.4977
514,硕贝德,0.2294,0.215,5.5564,0.3368,37.5376
515,*ST地矿,0.2289,0.1463,5.5091,0.2654,31.2892
516,福能股份,0.2288,0.0787,1.9780000000000002,0.1531,59.4911
517,千禾味业,0.2285,0.126,1.0141,0.3897,76.2177
518,多伦科技,0.2284,0.0598,0.943,0.2082,21.513
519,应流股份,0.2283,0.0476,5.6483,0.0836,10.5367
520,大秦铁路,0.2283,0.1226,1.1078,0.5681,97.7048
521,星帅尔,0.2282,0.1042,0.9237,0.6028,60.495
522,华铭智能,0.228,0.0679,1.1533,0.2334,24.5749
523,鸿博股份,0.2279,0.0778,11.4996,0.4349,46.6988
524,黑牡丹,0.2273,0.0565,2.0228,0.0828,10.5602
525,同德化工,0.2272,0.1552,1.4388,0.863,123.781
526,康欣新材,0.2272,0.0887,1.1147,0.2519,32.1867
527,泰格医药,0.22699999999999998,0.122,1.0305,0.4193,43.208999999999996
528,乾照光电,0.2269,0.0366,1.2979,0.0669,12.2265
529,金牛化工,0.2265,0.1686,1.9938,1.5208,152.3016
530,优德精密,0.2263,0.1151,1.7585,0.3679,42.2351
531,中文传媒,0.2263,0.1098,1.6023,0.2547,29.7607
532,凯莱英,0.2262,0.1303,1.0212,0.6151,76.9096
533,中公教育,0.2257,0.1955,1.2212,0.3314,33.9154
534,高盟新材,0.2257,0.1297,2.7407,0.9124,94.6238
535,深圳能源,0.2256,0.0491,5.8335,0.0726,18.5591
536,首旅酒店,0.2252,0.1143,2.1551,0.2297,54.4607
537,东方环宇,0.2251,0.0703,1.0064,0.4016,54.0552
538,退市海润,0.2245,0.027000000000000003,,0.02,2.6115
539,豫园股份,0.2243,0.0889,2.2141,0.1428,20.9904
540,兰太实业,0.2243,0.1254,1.8945,0.218,23.1355
541,奥维通信,0.2243,0.0717,,0.2486,25.846
542,诚志股份,0.2242,0.0563,1.5614,0.1864,31.635
543,双鹭药业,0.2238,0.0973,0.8612,1.0329,110.1353
544,宁波联合,0.2238,0.1368,2.4676,0.2287,25.3439
545,福达股份,0.2237,0.098,2.8023,0.28600000000000003,34.925
546,潜能恒信,0.2232,0.0174,0.3479,0.1758,22.6378
547,好当家,0.223,0.043,4.0293,0.0884,9.7884
548,凤形股份,0.2229,0.1158,3.4302,0.2683,64.3865
549,生物股份,0.2227,0.0669,0.5636,0.3873,44.8428
550,鼎龙股份,0.2227,0.0752,1.0979,1.265,161.0173
551,长航凤凰,0.2221,0.2966,3.049,0.7427,84.8801
552,恒顺醋业,0.2218,0.1318,1.2362,0.5178,58.6232
553,西山煤电,0.2217,0.11,3.3298,0.1718,30.4197
554,星辉娱乐,0.2217,0.105,2.5972,0.196,36.7694
555,恒锋工具,0.2216,0.0723,1.1566,0.4517,74.0328
556,北新建材,0.2215,0.1554,1.1217,0.8021,120.2888
557,好莱客,0.2214,0.1641,1.2353,0.8322,87.8904
558,祁连山,0.2212,0.1316,1.8542,0.3786,43.8509
559,春秋航空,0.2208,0.109,1.9269,0.2185,41.7485
560,广宇发展,0.2204,0.0785,2.3836,0.0914,11.731
561,雪榕生物,0.2203,0.1045,3.2605,0.1752,29.2
562,东尼电子,0.2195,0.1326,1.6594,0.3396,40.8725
563,朗博科技,0.2192,0.0743,1.2648,1.1445,133.5283
564,华录百纳,0.21899999999999997,0.0411,,0.3715,37.2025
565,粤电力A,0.2189,0.0818,6.5926,0.1435,31.0289
566,永太科技,0.2184,0.1082,1.6699,0.2065,23.3083
567,中国科传,0.2182,0.0981,1.1391,0.3516,39.6091
568,亚联发展,0.2182,0.2704,2.6921,0.3808,45.2135
569,湖南投资,0.2178,0.0305,2.1106,0.1315,13.1999
570,露天煤业,0.2178,0.1012,0.8795,0.3347,49.8326
571,好太太,0.2175,0.1749,1.0938,0.8299,83.7195
572,珀莱雅,0.2172,0.1793,1.7895,0.4415,49.5738
573,淳中科技,0.217,0.0739,0.7049,1.1457,118.5246
574,天山股份,0.2168,0.10099999999999999,1.3891,0.21899999999999997,26.813000000000002
575,永泰能源,0.2167,0.0454,30.3914,0.062,10.4754
576,康德莱,0.2167,0.1445,1.7409999999999999,0.5753,58.8039
577,贵广网络,0.2165,0.055999999999999994,2.2359,0.0867,10.9695
578,长白山,0.2157,0.0791,1.48,0.3927,63.4134
579,司太立,0.2154,0.0626,2.0079,0.0895,15.2124
580,四通股份,0.2154,0.1151,2.2516,0.8401,196.8869
581,金明精机,0.2153,0.055,4.0484,0.3188,43.5779
582,圣济堂,0.2153,0.0785,2.64,0.2896,33.5252
583,继峰股份,0.2152,0.1828,1.4664,0.7439,75.2917
584,重庆啤酒,0.2147,0.2257,1.767,0.3485,42.7976
585,湖北能源,0.2144,0.0546,1.3822,0.1398,21.6529
586,新联电子,0.2142,0.0445,0.9715,0.3522,36.5061
587,天润曲轴,0.214,0.114,2.1156,0.336,35.9033
588,中山金马,0.214,0.0655,1.1359,0.1534,15.3521
589,久吾高科,0.2137,0.1081,1.7519999999999998,0.3318,37.4714
590,西藏旅游,0.2137,0.0283,1.7497,0.1287,13.8524
591,科隆股份,0.2135,0.1455,,0.2797,29.096999999999998
592,惠伦晶体,0.2134,0.0686,,0.2027,28.9769
593,仙坛股份,0.2131,0.1773,1.3012,0.8981,90.4479
594,兴业科技,0.2131,0.1299,3.3274,0.5937,61.2848
595,青山纸业,0.213,0.1193,3.4519,0.4312,47.2831
596,建新股份,0.2129,0.1744,0.4602,1.9519,207.9787
597,艾德生物,0.2129,0.1141,0.7373,1.5071,165.0467
598,羚锐制药,0.2125,0.1403,1.7751,0.4296,46.2803
599,特一药业,0.2124,0.0909,1.2084,0.1965,35.129
600,誉衡药业,0.2121,0.1227,9.0296,0.2287,28.9414
601,阳谷华泰,0.2119,0.21,1.2011,1.1177,116.6537
602,新城市,0.2118,0.1666,0.9388,0.3976,39.9505
603,平治信息,0.2117,0.2006,0.8233,0.5346,73.0512
604,*ST猛狮,0.2117,0.03,,0.0298,3.378
605,冀东水泥,0.2117,0.1053,2.5514,0.1711,20.4602
606,东诚药业,0.2114,0.0708,1.2682,0.2092,24.7349
607,罗平锌电,0.2109,0.1032,,0.3504,47.1023
608,开元股份,0.2105,0.1017,2.9089,0.405,41.6486
609,万业企业,0.2102,0.0703,0.579,0.3076,32.6766
610,盛讯达,0.2099,0.0486,4.2724,0.1458,33.8953
611,兆日科技,0.2097,0.0508,1.4296,0.7671,76.712
612,理工光科,0.2094,0.0652,2.36,0.282,30.4374
613,伟星新材,0.2094,0.2074,0.9772,0.9999,102.9216
614,九鼎新材,0.2089,0.0965,12.0295,0.1575,25.4503
615,金卡智能,0.2086,0.0932,0.8579,0.4058,49.0013
616,亿利洁能,0.2083,0.0986,3.2169,0.1884,27.8792
617,鲁泰A,0.2079,0.1357,1.6667,0.5087,60.2273
618,恒银金融,0.2079,0.0874,2.5266,0.3059,51.1681
619,金鸿控股,0.2078,0.0814,,0.1082,16.2403
620,普莱柯,0.2077,0.0664,0.9311,0.47200000000000003,53.1376
621,兄弟科技,0.2071,0.0818,13.434000000000001,0.2215,37.7613
622,大唐发电,0.2068,0.0671,6.9224,0.0887,20.9576
623,方大特钢,0.2067,0.3715,1.2186,1.24,127.5322
624,劲拓股份,0.2066,0.13,1.3351,0.3638,40.8369
625,龙源技术,0.2064,0.0414,13.3649,0.2614,27.2165
626,三诺生物,0.2059,0.1064,1.0284,0.8468,100.6384
627,太阳纸业,0.2057,0.1517,1.9971,0.265,32.0686
628,广安爱众,0.2057,0.0564,1.8056,0.1101,25.2422
629,春光科技,0.2057,0.1088,1.033,0.8858,92.5278
630,金石东方,0.2051,0.0624,1.2985,0.3917,48.8503
631,荣丰控股,0.205,0.0181,4.6242,0.0274,2.9853
632,湖北广电,0.205,0.0505,2.7087,0.1255,18.351
633,舒泰神,0.2048,0.0596,1.2314,0.5252,70.9529
634,东港股份,0.2042,0.1365,1.2253,0.4608,49.9674
635,圣农发展,0.2041,0.1608,1.5190000000000001,0.359,39.0182
636,西王食品,0.2041,0.1161,2.2421,0.2271,41.6115
637,东软载波,0.2041,0.0645,1.1581,0.5399,58.7645
638,广电网络,0.2039,0.0687,5.9637,0.1154,17.0746
639,茂业商业,0.2039,0.1373,2.0462,0.2084,33.6336
640,皇庭国际,0.2039,0.0146,1.631,0.026000000000000002,8.8617
641,巨化股份,0.2038,0.2089,1.4613,1.3393,149.733
642,海印股份,0.2033,0.0443,2.8134,0.0648,19.5335
643,老板电器,0.2032,0.1596,1.0169,0.4539,46.6859
644,日发精机,0.2029,0.0696,2.1282,0.14300000000000002,26.3118
645,长青股份,0.2028,0.1494,1.8977,0.7644,78.7072
646,泰嘉股份,0.2027,0.0885,1.2845,0.5041,66.9739
647,特尔佳,0.2023,0.0586,22.9509,0.4283,42.9247
648,亚世光电,0.2017,0.2144,1.0427,0.7490000000000001,87.12
649,大连电瓷,0.2015,0.0919,,0.27699999999999997,33.923
650,华电国际,0.2015,0.0791,7.8379,0.1124,23.5735
651,长城汽车,0.2014,0.1762,3.7537,0.3332,36.0644
652,浙江广厦,0.2013,0.0233,1.3817,0.0359,3.5915
653,现代投资,0.2011,0.0965,2.4945,0.1587,38.1805
654,南玻A,0.2008,0.1115,4.5115,0.2204,34.3873
655,长盛轴承,0.2008,0.1061,0.8891,1.1777,142.66299999999998
656,银河磁体,0.2008,0.0923,0.7638,1.6539,167.3946
657,移为通信,0.2007,0.09,0.7669,0.4837,50.1134
658,德恩精工,0.2004,0.1348,1.3739,0.4027,46.5746
659,鸿路钢构,0.2004,0.1514,3.7925,0.2631,29.2773
660,舍得酒业,0.2003,0.0915,1.1885,0.2083,21.3548
661,捷昌驱动,0.1998,0.1163,0.8779,0.6679,68.2236
662,金石资源,0.1997,0.0776,0.8532,0.1755,19.9509
663,依顿电子,0.1997,0.1229,1.0166,0.7071,71.9657
664,永新光学,0.1996,0.0966,0.9195,0.8582,101.2414
665,金宇车城,0.1993,0.0744,15.2531,0.0856,9.6565
666,东方能源,0.1991,0.0545,4.5264,0.0818,21.1554
667,泛微网络,0.19899999999999998,0.1242,1.8464,0.2323,23.2291
668,贵人鸟,0.1989,0.1177,,0.1736,17.5493
669,华阳国际,0.1987,0.1527,1.3539,0.3111,31.4098
670,东风股份,0.1986,0.1119,0.8708,0.4156,53.2887
671,银信科技,0.1982,0.1309,2.1486,0.5247,56.3699
672,星普医科,0.1978,0.038,1.4027,0.1795,53.3323
673,天目药业,0.1972,0.1524,,0.1898,22.4653
674,安科生物,0.1967,0.1138,1.0859,0.5573,66.2031
675,江苏吴中,0.1963,0.0723,,0.1512,16.0446
676,韶能股份,0.1962,0.0671,2.1227,0.1292,26.4819
677,楚天高速,0.1962,0.0553,1.3669,0.1291,25.4158
678,广西广电,0.1962,0.0564,3.8415,0.1002,16.7811
679,中核钛白,0.1961,0.1107,1.5026,0.2682,32.4931
680,振芯科技,0.196,0.0563,4.3295,0.1956,31.2529
681,中煤能源,0.196,0.0771,3.2781,0.1326,29.5401
682,川环科技,0.1952,0.1227,0.8689,0.6545,79.745
683,青岛港,0.1951,0.047,0.5961,0.1184,17.5404
684,远兴能源,0.1948,0.0736,1.0611,0.1465,16.8607
685,华峰氨纶,0.1947,0.1454,1.9394,0.40399999999999997,58.2864
686,大理药业,0.1946,0.1314,7.3002,0.5991,60.2482
687,国瓷材料,0.1946,0.0799,0.6265,0.391,47.0384
688,龙蟒佰利,0.1945,0.0971,0.8752,0.245,27.6405
689,东方航空,0.1944,0.0943,7.5954,0.1259,30.5745
690,会稽山,0.1944,0.0533,1.3019999999999998,0.1967,23.1566
691,温州宏丰,0.1944,0.1624,12.7371,0.2797,33.6843
692,新疆浩源,0.1943,0.0643,1.1428,0.4427,44.3363
693,翔港科技,0.1943,0.1,1.4448,0.4434,47.5677
694,尖峰集团,0.1941,0.1331,0.9702,0.4496,53.5649
695,梅花生物,0.1937,0.1285,2.4014,0.2527,30.636
696,葵花药业,0.1937,0.1712,1.4252,0.534,71.3452
697,三钢闽光,0.1936,0.2487,1.0767,0.7156,75.7522
698,*ST东网,0.1936,0.0284,,0.0454,6.1263
699,鲍斯股份,0.1935,0.1001,1.8608,0.2589,29.6692
700,京能电力,0.1934,0.0358,3.0389999999999997,0.0598,13.9992
701,中公高科,0.1934,0.0574,0.8419,0.4039,65.4733
702,水晶光电,0.1929,0.0791,0.9362,0.2683,76.3969
703,中航善达,0.1925,0.0968,1.5547,0.1534,37.1595
704,世茂股份,0.1924,0.0367,0.8417,0.0626,8.933
705,*ST百花,0.1922,0.0645,,0.245,27.9103
706,华金资本,0.1922,0.0395,1.5777,0.062,7.8607
707,金能科技,0.192,0.249,1.3319,0.8768,109.4045
708,金陵饭店,0.1917,0.0643,1.7111,0.2192,36.0458
709,数字认证,0.1916,0.1137,1.4801,0.2494,25.6011
710,金牌厨柜,0.1912,0.1756,1.5486,0.375,39.3857
711,武汉控股,0.1911,0.0215,0.9858,0.0362,5.9541
712,宁波高发,0.1911,0.1093,1.1319,0.7753,77.5808
713,鱼跃医疗,0.1908,0.1155,1.0629,0.584,70.3152
714,珈伟新能,0.1905,0.0468,,0.0833,12.6012
715,开立医疗,0.1904,0.1273,0.9249,0.4453,50.7122
716,雷迪克,0.1904,0.0615,1.053,0.1267,12.714
717,中海油服,0.1901,0.0559,47.0539,0.1043,24.5274
718,江化微,0.1899,0.0722,1.8378,0.3046,32.9187
719,张裕A,0.1898,0.0744,0.9371,0.3024,35.5399
720,闰土股份,0.1897,0.1218,0.9579,0.6595,66.9645
721,恒立液压,0.1897,0.1099,0.9544,0.2963,40.3123
722,石英股份,0.1894,0.0792,0.8428,1.1222,122.5123
723,首钢股份,0.1894,0.0922,3.74,0.1262,18.0339
724,新雷能,0.1893,0.0671,2.4134,0.1494,26.8059
725,贝肯能源,0.1892,0.091,3.7305,0.1921,19.653
726,闻泰科技,0.1887,0.1931,45.3557,0.2477,24.9178
727,三一重工,0.1886,0.1427,1.67,0.2551,31.0204
728,香飘飘,0.1886,0.1836,1.9486,0.5453,56.7399
729,安科瑞,0.1884,0.0917,0.8886,0.4247,42.7588
730,东方明珠,0.1882,0.0676,1.1633,0.3464,35.4903
731,广州酒家,0.1876,0.1902,1.2417,0.9364,99.8442
732,天味食品,0.1875,0.191,0.9937,1.0659,110.2
733,永和智控,0.1872,0.1591,1.483,1.0972,121.5506
734,通宝能源,0.1869,0.0941,5.1219,0.1633,35.5871
735,爱柯迪,0.1867,0.0964,0.9864,0.4801,86.8981
736,元祖股份,0.1865,0.1657,1.5118,0.4287,43.5345
737,*ST长投,0.1859,0.1151,,0.1427,15.3809
738,凤凰传媒,0.1856,0.1005,1.5747,0.2798,32.4743
739,理工环科,0.1856,0.0523,0.7199,0.3048,30.9138
740,中色股份,0.1853,0.1085,11.0726,0.1731,25.2764
741,中国高科,0.1851,0.0064,2.2297,0.0182,19.468
742,贝斯特,0.1849,0.0812,0.8674,0.4417,50.3543
743,利君股份,0.1847,0.038,0.8012,0.2055,20.8304
744,人民网,0.1843,0.0756,1.1911,0.3514,36.1549
745,凯撒文化,0.1843,0.0287,0.4937,0.1573,25.2094
746,华仁药业,0.1838,0.0807,6.7888,0.2835,29.9938
747,建投能源,0.1836,0.0806,3.8778,0.1395,27.116999999999997
748,海康威视,0.1829,0.1436,0.8008,0.3571,36.8848
749,中大力德,0.1825,0.1167,1.5014,0.3155,33.8992
750,华银电力,0.1823,0.099,30.6871,0.1185,22.1077
751,安靠智电,0.1822,0.055,0.7691,0.2857,32.3399
752,中远海能,0.1821,0.0353,6.9094,0.0655,20.5638
753,美年健康,0.1819,0.0941,1.5816,0.1698,23.1231
754,亚泰集团,0.1818,0.0437,,0.0642,8.1719
755,爱司凯,0.1816,0.0541,1.2415,0.4698,49.8491
756,浩云科技,0.18100000000000002,0.086,0.8759999999999999,0.48700000000000004,49.7037
757,海汽集团,0.18100000000000002,0.1033,3.3497,0.2421,28.3608
758,晋西车轴,0.1807,0.0638,6.9507,0.3309,37.1241
759,科伦药业,0.1806,0.1006,2.3302,0.1801,28.4747
760,华邦健康,0.1805,0.0719,2.3196,0.1383,17.9198
761,山东药玻,0.1802,0.1007,1.3003,0.4242,43.714
762,圣达生物,0.18,0.0708,2.0826,0.209,21.2756
763,苏盐井神,0.1799,0.1055,3.4038,0.1999,21.1273
764,赤峰黄金,0.1798,0.05,,0.0786,34.4699
765,漳泽电力,0.1797,0.0401,40.9162,0.0477,8.1678
766,富瑞特装,0.1796,0.0663,18.1049,0.1247,13.0944
767,富临运业,0.1793,0.0659,4.1032,0.1232,17.3601
768,爱康科技,0.1793,0.0618,6.297000000000001,0.107,15.6289
769,锐科激光,0.1789,0.1096,0.5944,0.785,91.0729
770,酒鬼酒,0.1788,0.07400000000000001,0.9532,0.3074,31.1967
771,康芝药业,0.1786,0.0723,7.5004,0.2992,34.0208
772,华润双鹤,0.1786,0.1425,1.4847,0.6127,69.0338
773,会畅通讯,0.1785,0.1066,2.4737,0.6782,74.2729
774,西菱动力,0.1783,0.0645,1.3929,0.3073,31.6378
775,洽洽食品,0.1779,0.1456,1.6913,0.4222,43.4265
776,京新药业,0.1778,0.1049,1.4089,0.369,39.0307
777,华培动力,0.1778,0.1269,1.1640000000000001,0.5894,59.5733
778,济民制药,0.1777,0.0584,2.8805,0.115,18.0796
779,浩物股份,0.1776,0.0907,1.4156,0.2095,29.8671
780,国光股份,0.1776,0.1366,0.6551,0.8688,96.1138
781,凌霄泵业,0.1776,0.1369,0.879,1.8465,217.2103
782,徕木股份,0.1772,0.0612,1.7752,0.1463,16.1398
783,常山药业,0.1772,0.0762,2.2147,0.2215,26.9316
784,广电运通,0.1771,0.0719,1.2333,0.24600000000000002,25.3083
785,中联重科,0.1765,0.0542,2.5882,0.0926,12.779000000000002
786,宝信软件,0.1763,0.1021,1.3529,0.3607,37.3168
787,宇晶股份,0.1759,0.0694,0.7266,0.2878,36.1506
788,蓝思科技,0.1758,0.113,8.113999999999999,0.1871,24.3747
789,美盛文化,0.1756,0.0331,,0.1702,19.4356
790,奋达科技,0.1754,0.0763,,0.2385,32.66
791,欧派家居,0.1754,0.1815,1.284,0.5670000000000001,63.3055
792,爱尔眼科,0.1748,0.1454,1.3134,0.3829,68.5706
793,上海凯宝,0.1748,0.0955,1.1567,1.0004,111.5698
794,田中精机,0.1746,0.1006,,0.1331,15.1076
795,山河药辅,0.1745,0.1053,0.9685,0.4923,60.2898
796,远方信息,0.1744,0.0459,,0.4147,56.3347
797,沙钢股份,0.174,0.2222,1.1282,0.6415,66.8361
798,双塔食品,0.174,0.1091,4.5112,0.3389,34.6843
799,四维图新,0.1738,0.0402,0.9823,0.2046,21.4142
800,中炬高新,0.1737,0.1209,1.0621,0.3554,45.5802
801,光威复材,0.1737,0.066,0.6291,0.3269,60.7472
802,恒锋信息,0.1735,0.1098,1.6995,0.2731,27.4724
803,中科创达,0.17300000000000001,0.0973,1.5182,0.2408,31.8799
804,浙江仙通,0.1726,0.1047,0.9935,0.672,68.8691
805,晨丰科技,0.1726,0.1109,1.4326,0.4111,51.3919
806,中泰股份,0.1725,0.0724,1.5904,0.17,17.7813
807,云意电气,0.1724,0.0511,0.8611,0.4109,46.6241
808,秀强股份,0.1719,0.1426,,0.2973,32.9005
809,浔兴股份,0.1718,0.1823,,0.2677,43.2233
810,益盛药业,0.1716,0.0655,1.9706,0.2848,30.8583
811,三角防务,0.1716,0.0464,0.5342,0.226,29.2467
812,麦迪科技,0.1712,0.0679,0.8839,0.1994,20.2153
813,安琪酵母,0.1711,0.1274,1.2714,0.2584,31.5841
814,新农股份,0.1711,0.1487,1.2915,0.4537,46.7131
815,焦作万方,0.1709,0.1127,,0.2606,31.3673
816,冰川网络,0.1709,0.0274,0.4988,0.2057,20.5719
817,中远海科,0.1707,0.0774,1.8575,0.1312,13.209000000000001
818,药明康德,0.1706,0.0724,0.7029,0.3644,43.6045
819,雅本化学,0.1705,0.0847,1.6692,0.1978,23.0273
820,华能国际,0.1701,0.0716,12.0012,0.0958,20.9049
821,泰合健康,0.1701,0.0994,3.4565,0.4335,45.8478
822,中旗股份,0.1698,0.1252,1.3395,0.272,36.2566
823,马钢股份,0.1693,0.1804,1.9652,0.3091,34.9056
824,古越龙山,0.1692,0.0605,1.6841,0.4135,41.5506
825,宜华健康,0.1691,0.045,1.8574,0.0648,8.6149
826,佳士科技,0.16899999999999998,0.0546,0.7714,0.4495,47.6961
827,岱美股份,0.1687,0.1403,1.2929,0.3967,46.5367
828,歌力思,0.1685,0.1121,0.9341,0.4153,53.8271
829,达志科技,0.1685,0.0551,0.5431,0.7763,122.7787
830,四川美丰,0.1683,0.1071,1.9935,0.3548,53.5255
831,*ST厦工,0.1683,0.0936,,0.0929,10.2792
832,唐山港,0.1678,0.073,1.1059999999999999,0.2719,39.2317
833,天顺风能,0.1675,0.0486,1.2889,0.0835,12.9155
834,方盛制药,0.1675,0.1072,2.2061,0.3323,37.4749
835,道氏技术,0.1673,0.1143,1.5392,0.2071,28.3524
836,一品红,0.1669,0.134,1.1488,0.4954,56.417
837,康惠制药,0.1668,0.0564,1.0843,0.4786,51.9015
838,康泰生物,0.1668,0.1008,0.7723,0.2238,34.545
839,双一科技,0.1665,0.0834,1.0322,0.5661,56.6097
840,良信电器,0.1665,0.1209,1.1802,0.6441,65.2651
841,康缘药业,0.1664,0.1136,1.4543,0.37200000000000005,39.4472
842,桃李面包,0.1662,0.2054,1.2508,1.6422,164.667
843,古井贡酒,0.1659,0.1152,0.8277,0.3216,33.5028
844,艾艾精工,0.1657,0.0711,0.8478,0.7079,78.082
845,天地源,0.1652,0.04,2.1712,0.0475,7.6459
846,莎普爱思,0.1652,0.0609,,0.5995,61.0489
