,name,mbrg,nprg,nav,targ,epsg,seg
2864,天夏智慧,-34.4856,-73.7264,1.6158,-0.1236,-79.7921,1.6158
2865,天壕环境,-0.4942,-73.8037,-1.9893,-2.5989999999999998,0.0,-0.5552
2866,国海证券,,-74.0408,-1.2241,-4.3056,-77.7778,-1.3238
2867,楚天科技,27.4422,-74.2288,3.0057,5.1829,-75.6757,1.6652
2868,潮宏基,5.2441,-74.7059,-3.4966,1.1689,-75.7576,-3.5528
2869,湖南投资,-69.2368,-74.7473,0.2059,2.4459,-69.2308,0.9282
2870,安纳达,-9.3597,-74.7529,3.0937,-7.6877,-71.8487,3.6862
2871,熙菱信息,-18.4558,-74.8166,3.7147,6.1176,-82.6518,3.7391
2872,财信发展,68.9992,-75.6504,5.1975,44.7914,-41.9337,5.7787
2873,红阳能源,-4.9417,-75.8053,-2.1687,-8.3806,-74.2857,-2.1964
2874,金力泰,1.3757,-75.8335,-1.2952,-5.0246,-76.2376,-1.1421
2875,大理药业,47.2041,-75.9283,0.1511,-2.9787,-85.4545,0.1511
2876,精研科技,-4.3341,-76.032,-0.5025,4.3532,-81.1659,-0.5025
2877,天保基建,24.0297,-76.3851,1.8953,-6.0760000000000005,-78.0488,1.7173
2878,亚邦股份,-14.7709,-76.4992,-17.2279,5.9892,-67.6406,-18.2874
2879,兴齐眼药,19.7769,-76.564,0.2158,4.7293,-65.3061,-0.8822
2880,锌业股份,24.7496,-76.6089,1.7778,11.9651,-75.0,1.7778
2881,远大智能,4.7058,-76.7075,-6.7734,-5.699,-76.1273,-6.6979999999999995
2882,星徽精密,35.2117,-76.8664,2.5305,182.4564,-86.1304,0.4557
2883,汉邦高科,-23.8171,-76.8893,22.4452,28.9099,-78.125,22.4452
2884,黑芝麻,43.0273,-76.8924,4.0088,6.9931,-52.0,5.4328
2885,美好置业,-43.2139,-76.9511,3.8665,33.9435,-62.4807,1.7583
2886,永安行,-19.8703,-76.9582,1.6024,1.4398,-86.2229,1.3321
2887,凯发电气,11.2323,-77.077,11.8373,18.6194,-79.1667,11.933
2888,鹿港文化,16.2657,-77.0783,-1.9857,4.3252,-81.8182,-1.1244
2889,大东海A,5.7658,-77.15,0.8469,0.8351,-77.2152,0.8469
2890,金龙汽车,3.1260000000000003,-77.291,-6.3317,2.8858,-72.0,-6.0207
2891,梅雁吉祥,-8.19,-77.3127,-0.4865,-2.1214,-81.2398,-0.6976
2892,联化科技,0.1641,-77.3438,1.5515,-0.326,-81.8182,1.4564
2893,越博动力,-45.1916,-77.4958,64.2232,42.2634,-81.25,64.2232
2894,柘中股份,23.4263,-77.5835,-3.8526,2.7548,-77.9661,-3.8509
2895,牧原股份,33.3161,-77.6761,7.6239,24.1103,-91.9811,-3.5123
2896,国睿科技,-9.6281,-77.6784,-0.7503,6.6087,-82.8571,-0.7503
2897,天富能源,16.9438,-77.7007,-0.5088,10.1936,-77.3684,0.0809
2898,珠海中富,0.2385,-77.7604,3.2599,-6.192,-75.1429,3.8961
2899,天业通联,-0.9492,-77.7907,0.9359,3.7499,-83.3333,0.9359
2900,三聚环保,-31.5744,-77.8349,5.2519,-0.0959,-84.8951,4.7491
2901,青海春天,-29.313000000000002,-78.0142,2.8832,0.2433,-75.5102,2.9616
2902,风范股份,-9.6561,-78.0516,-4.0543,3.787,-75.0,-4.0382
2903,宏创控股,4.9204,-78.0618,0.6936,5.4337,-78.169,0.6936
2904,兴业证券,,-78.1638,-1.59,1.3606,-94.1194,-2.7624
2905,综艺股份,-37.2861,-78.2492,-6.9096,-11.1808,20.3488,-1.7012
2906,华海药业,1.8511,-78.367,-16.7752,25.4108,-85.4839,-16.6415
2907,众合科技,0.1319,-78.4031,1.6043,7.4822,-70.5882,1.6269999999999998
2908,闻泰科技,2.4762,-78.456,1.7758,55.2143,-80.7692,1.5772
2909,网达软件,2.638,-78.5134,-1.2995,5.4518,-76.4706,-1.2995
2910,创新医疗,16.9861,-78.7326,-1.0774,-8.2768,-77.4194,-1.0848
2911,海螺型材,0.0869,-78.8117,0.2471,7.6887,7.5697,0.3833
2912,宁波韵升,7.7253,-79.0728,-6.7307,-10.8201,-88.31200000000001,-6.3396
2913,ST坊展,43.2987,-79.1979,27.1739,109.5562,-89.9254,1.0068
2914,科华恒盛,42.4725,-79.3372,-3.8517,20.9789,-82.5806,-5.0539
2915,路通视信,-10.1896,-79.3392,-0.0736,0.4299,-77.1696,0.0406
2916,棒杰股份,-4.2806,-79.4791,-25.7671,-15.4183,-60.0,-0.7258
2917,沃尔核材,36.646,-79.6482,0.6149,3.1636,-84.9511,-6.0111
2918,同为股份,16.7726,-80.5914,-0.3853,8.2373,-77.7778,-0.3853
2919,中通客车,-22.5813,-80.8692,-2.647,-1.4404,-80.7188,-2.647
2920,蓝海华腾,-30.598000000000003,-80.8842,-0.22899999999999998,-5.5542,-80.6452,-0.22899999999999998
2921,金溢科技,-2.9859,-81.0808,-1.8394,0.1864,-78.8235,-1.3388
2922,今天国际,-26.9427,-81.2888,-2.0764,16.177,-88.5246,-1.9811
2923,聚灿光电,-10.0211,-81.4847,2.4051,85.46700000000001,-85.1852,2.4051
2924,中原证券,,-81.607,-1.5463,3.6738,-81.8182,-2.153
2925,英可瑞,-19.2654,-81.6218,6.1583,8.3455,-93.1579,0.9424
2926,永泰能源,-0.2723,-81.6369,-1.178,-0.6006,-89.0722,-0.9603
2927,泰合健康,7.1865,-81.8431,-0.3949,-18.246,-86.0407,-0.3949
2928,西水股份,,-81.8937,0.09699999999999999,-49.1018,-84.2324,1.5851
2929,众信旅游,1.178,-82.3347,0.0054,4.7729,-90.0,2.0522
2930,恺英网络,-27.1301,-82.4058,0.7926,-0.6262,-92.8571,-0.4438
2931,海航科技,6.6607,-82.5294,0.0889,4.952,-92.8571,-0.5273
2932,粤泰股份,-41.5158,-82.5452,-0.9766,6.6423,-76.087,-0.2612
2933,中远海能,25.8884,-82.8197,3.5748,5.0204,-94.0425,0.9742
2934,中国高科,-62.7818,-82.8636,-0.1022,-13.1678,-96.25,-1.7904
2935,银江股份,24.2535,-82.9988,5.0658,4.4512,-80.9524,5.2461
2936,国统股份,0.0061,-83.2031,-4.7821,29.6054,-78.9627,0.4094
2937,万集科技,10.1333,-83.6722,0.5176,12.0234,-82.8571,0.0523
2938,海油工程,7.7989,-83.6941,-0.9682,6.1743,-81.8182,-0.9696
2939,智动力,14.5886,-83.7472,0.5803,34.900999999999996,-91.95,0.5803
2940,思美传媒,26.1599,-83.8171,1.1378,-14.3132,-93.4211,0.9185
2941,棕榈股份,1.4381,-84.0473,-0.6658,12.5189,-85.7143,0.8167
2942,万马科技,-12.5013,-84.3216,0.2847,11.5059,-87.5,0.2847
2943,天泽信息,-9.9806,-84.3849,-5.0749,-1.97,-77.4602,-4.7504
2944,旋极信息,16.9238,-84.8227,-8.7389,3.5238,-92.0283,-5.5802
2945,安德利,5.7262,-84.8509,-1.0075,9.6121,-89.5833,-1.0075
2946,神州信息,10.8743,-85.1414,1.3718,-0.2191,-86.0872,1.1504
2947,长江证券,,-85.2936,0.1158,-12.0701,-82.1429,0.13699999999999998
2948,金宇车城,62.6099,-85.3121,11.0847,0.8681,-62.5734,3.8969
2949,亚太股份,-1.4904,-85.6056,-2.6483,-6.3261,-90.9091,-2.3091
2950,摩恩电气,25.1449,-85.676,1.2986,-2.2854,-84.6154,1.2848
2951,祥源文化,-8.9837,-86.2277,-0.5239,-1.0876,-85.7143,-0.7106
2952,江铃汽车,-9.8782,-86.7089,-17.4024,-11.3222,-86.25,-17.4024
2953,深康佳A,47.7109,-86.8559,15.286,40.012,-91.8671,1.3834
2954,上海凤凰,-46.6752,-86.9216,0.5479999999999999,-6.8918,-73.822,0.027999999999999997
2955,东安动力,-28.6221,-86.9661,-0.2689,-9.3395,-86.9189,-0.2689
2956,科力远,20.9304,-87.0262,0.4805,-5.7791,-6.25,0.9515
2957,大连重工,2.133,-87.6082,-0.27399999999999997,1.528,0.0,-0.0766
2958,杰赛科技,4.8564,-88.0173,-2.6451,11.800999999999998,-94.2857,-3.1604
2959,新文化,-34.6567,-88.1592,-0.5369,-6.5675,-91.3043,-0.4957
2960,亚星化学,3.0969,-88.3242,12.7184,-15.9982,-87.5,12.7184
2961,*ST康得,-22.3833,-88.5409,0.6983,-0.0252,-88.5714,0.6823
2962,玉龙股份,9.984,-88.7561,19.0026,10.6533,-72.5933,1.0804
2963,中飞股份,2.225,-88.9662,0.0434,0.5497,-88.9855,0.0434
2964,特尔佳,4.8038,-89.2107,0.9009999999999999,-1.0625,-89.6341,0.289
2965,长安汽车,-17.1398,-89.9651,-2.7606,-11.9069,-90.604,-2.8441
2966,来伊份,7.0091,-90.0276,-2.7880000000000003,-5.3352,-92.8571,-2.7880000000000003
2967,奥特佳,-21.0868,-90.5354,-0.1243,-3.4849,-91.6667,-0.2117
2968,正业科技,12.9295,-90.5419,0.3219,12.4185,-91.80799999999999,0.2245
2969,创业黑马,81.5194,-91.014,-0.2375,1.9483,-75.9036,1.7658
2970,ST丰华,-11.8509,-91.1245,1.4148,-0.6173,-91.1348,1.3998
2971,上海新阳,18.5039,-91.4408,-2.1481,1.2736,-90.7948,-2.2229
2972,捷成股份,15.1715,-91.5912,-0.1476,5.4476,-91.2723,-0.1192
2973,傲农生物,17.5258,-91.6098,4.4933,30.2175,-75.8621,0.6559999999999999
2974,派思股份,-25.0748,-91.9934,0.0755,16.3112,-92.7333,0.0755
2975,光大证券,,-92.2019,-2.5285,-0.0414,-96.57600000000001,-2.8263
2976,深赛格,-18.9531,-92.3559,-5.0786,1.9366,-87.3382,-2.5739
2977,中曼石油,-21.5891,-92.404,-5.6539,16.3312,-93.3962,-5.6539
2978,模塑科技,14.4119,-92.4228,-13.4304,-1.7912,-92.63799999999999,-13.7146
2979,浙江世宝,-1.8331,-92.6469,0.1012,-2.8201,-77.7778,0.26899999999999996
2980,精功科技,5.6772,-92.8954,0.8839,7.8938,-95.4545,0.0119
2981,摩登大道,69.5555,-93.1519,0.2328,-1.2539,-87.3871,0.7644
2982,博迈科,-18.9139,-93.48899999999999,-1.0391,-1.6199,-93.617,-1.0391
2983,华阳集团,-16.7329,-93.5489,-2.6719,-4.4964,-94.1176,-2.6856
2984,泰胜风能,-7.3883,-94.03299999999999,-2.0973,7.5734,-93.0476,-2.1614
2985,兄弟科技,-9.5563,-94.5869,-1.1655,3.3762,-96.0526,-1.1655
2986,八菱科技,-8.3306,-94.663,-12.8877,-6.9004,-93.75,-12.8863
2987,江苏索普,-38.9781,-95.2244,-6.5936,-18.3144,-95.2225,-6.5936
2988,康力电梯,-5.7348,-95.5184,-15.8479,-1.8195,-95.2311,-15.9392
2989,置信电气,-13.9755,-96.7358,-4.7718,-1.9716,-94.4444,-3.3257
2990,博创科技,-21.2251,-97.0789,-1.7471,4.4926,-96.9072,-1.7471
2991,丹化科技,7.6554,-97.5284,0.4103,-10.8887,-99.2361,0.095
2992,亿利达,10.6055,-97.6672,9.4237,44.0296,-81.7868,-0.2682
2993,蓝黛传动,-28.6292,-97.6928,0.3348,2.3863,-96.6667,0.3248
2994,长盈精密,2.3005,-98.5,-2.0908,-2.6976,-93.2857,-1.5390000000000001
2995,长园集团,-3.9833,-101.1516,-32.2802,-12.0735,-90.2841,-29.6927
2996,华丽家族,-81.6643,-101.3315,4.5787,18.1002,-91.1807,5.3405
2997,天顺股份,-6.7431,-101.9788,1.781,27.8657,-85.4545,-0.8768
2998,华鑫股份,-94.8474,-103.1437,-3.9052,14.2388,-97.4026,-5.0652
2999,ST沪科,113.5597,-104.3282,-4.0891,-8.9826,-105.2632,-4.2961
3000,大庆华科,10.4395,-105.9807,-4.9536,-1.1474,-105.4054,-4.9536
3001,融捷股份,37.1879,-109.6822,-2.1776,-0.0147,-119.4544,-0.9026
3002,际华集团,-10.8607,-110.3187,-4.7242,1.0047,-111.1111,-4.5464
3003,亚泰集团,-19.9737,-111.0609,-2.0861,0.9804,-122.2222,-2.8688
3004,东软集团,0.5523,-111.6026,-0.5695,5.1956,-89.5349,-0.8713
3005,ST新光,7.7746,-113.6924,-2.8807,-9.1593,-116.2162,-2.6448
3006,海利生物,-16.165,-114.3846,-4.5705,9.1687,-81.6111,-1.3203
3007,银座股份,1.8056,-115.6836,-0.5623,6.6664,-5.8201,1.0163
3008,爱施德,0.2605,-117.5382,-7.9016,-17.8974,-120.3815,-8.6249
3009,信隆健康,-13.8762,-118.0963,-0.456,13.9399,-75.8065,-3.5332
3010,登海种业,-5.319,-118.0967,-13.1596,-15.4636,-80.4646,-0.4716
3011,中路股份,-12.5148,-120.4048,-6.7904,-2.1447,-80.0,-5.4607
3012,神火股份,-0.3406,-120.8627,-2.3303,-0.8597,-32.8859,2.9659
3013,曲美家居,37.8823,-123.1226,-0.47700000000000004,246.3962,-123.5294,-15.1476
3014,未名医药,-42.8265,-123.5991,-3.1702,7.5033,-124.6645,-3.3517
3015,乾景园林,-35.7936,-125.1129,1.9404,0.349,-105.5556,-1.5459
3016,金一文化,-2.3141,-125.7138,-12.562000000000001,-18.8455,-125.9259,-1.855
3017,万安科技,-0.8661,-126.2975,-3.1592,-0.6972,-125.9259,-3.0631
3018,万邦达,-36.0636,-126.3457,-2.122,-7.2438,-125.9773,-2.3634
3019,凤凰光学,-2.1062,-126.53399999999999,4.2263,6.5191,-121.4286,-1.7259
3020,ST银亿,-29.3872,-128.4807,-18.6792,-16.2923,-135.0,-18.5272
3021,澳洋健康,-12.2206,-128.5963,19.5498,18.4695,-95.2381,24.7535
3022,兴业矿业,15.5136,-130.8261,-4.9,-4.2637,-130.3571,-4.8917
3023,大连电瓷,-27.4855,-133.2845,-1.4075,-10.19,-133.3333,-1.7703
3024,秦安股份,-44.7088,-133.8454,-4.9096,-5.9677,-133.3333,-4.9096
3025,维宏股份,15.4348,-133.9825,-8.0321,-3.2423,-121.2364,-8.0321
3026,拉夏贝尔,13.0813,-137.0613,-12.466,10.3889,-129.5918,-11.0471
3027,赤峰黄金,-16.772000000000002,-140.2518,-0.1395,60.1121,-147.3684,-8.4872
3028,曙光股份,-23.473000000000003,-141.6009,-7.0726,-17.5113,-140.4255,-7.3336
3029,宁波富邦,-8.2367,-143.9744,-22.0449,12.2174,-143.3962,-22.0449
3030,中迪投资,-89.126,-145.8451,-3.9014,69.235,-143.4783,-3.8574
3031,双林股份,29.9288,-147.6803,-4.2269,14.6402,-121.7391,-0.7816
3032,哈投股份,0.3856,-148.5358,-6.7125,-15.5045,-141.1765,-6.5589
3033,安信信托,,-149.9945,-21.4314,25.5116,-141.6325,-25.8132
3034,振东制药,-8.3571,-151.8205,-3.5148,-5.2662,-124.4212,-3.3286
3035,平庄能源,-20.7857,-151.8858,-9.7254,-11.7403,-152.0833,-9.7254
3036,欧菲光,27.3794,-152.5795,-5.2951,23.104,-150.8947,-5.6657
3037,领益智造,41.2837,-152.9567,49.0169,48.8903,-116.6667,50.6705
3038,ST中新,1.1377,-153.72799999999998,-6.2468,-0.9167,-153.0612,-6.2468
3039,中利集团,-13.8484,-154.0424,-3.3895,-19.6343,-168.75,-4.1057
3040,金证股份,15.679,-158.6747,-19.8197,-15.485999999999999,-186.2113,-13.8655
3041,天目药业,103.2346,-163.0581,-5.8318,7.5723,-200.0,-13.2342
3042,锦龙股份,,-163.4411,-4.4305,-10.2774,-190.9091,-7.2189
3043,*ST嘉陵,-38.4582,-165.1595,-19038.3118,-42.8406,-164.8131,-2049.5688
3044,界龙实业,2.0515,-169.5527,-1.9727,-1.3977,-136.7347,-2.4376
3045,三泰控股,-11.0045,-171.9203,-4.0458,-5.7534,-172.1818,-4.083
3046,天广中茂,-39.9537,-172.8039,-9.7944,1.9206,-175.0,-9.9708
3047,黄河旋风,-0.0198,-173.4998,-12.4351,0.7078,-167.5199,-12.1247
3048,中威电子,-24.3906,-174.6248,52.0765,34.186,-164.7059,51.9165
3049,华西能源,-11.7654,-174.6798,-1.9251,2.957,-146.1126,-3.3076
3050,钱江生化,-5.3149,-182.4478,-7.6264,-9.8717,-207.1429,-8.4986
3051,深纺织A,-13.7704,-184.5795,-1.8035,10.0925,-140.0,-1.0071
3052,人福医药,20.641,-184.5973,-14.0573,0.049,-218.3007,-19.8658
3053,金字火腿,14.5779,-185.2967,-33.4105,-35.1592,-109.0909,-9.4974
3054,莎普爱思,-35.3021,-186.4153,-10.6261,-11.812000000000001,-166.1017,-10.6261
3055,亚星锚链,1.8026,-187.0498,-1.4152,-0.7808,-142.8571,-1.1523
3056,浙江众成,65.14,-187.3419,-4.9906,5.9381,-50.0,-1.444
3057,嘉凯城,34.5923,-187.3995,-37.4043,-27.8206,-179.0909,-31.6764
3058,园城黄金,8.7832,-189.0682,-7.4015,-1.7681,-200.0,-7.4015
3059,华谊兄弟,-1.4048,-192.0846,-9.1495,-8.509,-230.0,-11.4788
3060,正海磁材,40.8899,-192.4941,-10.1833,-2.5192,-183.3333,-10.1939
3061,天音控股,7.1633,-192.9395,-14.1808,-10.2449,-191.6667,-14.7299
3062,国盛金控,-99.7085,-193.7269,-11.4286,17.2321,-172.4013,-11.4315
3063,海航控股,13.120999999999999,-193.98,-7.0406,3.7433,-226.3736,-7.0931
3064,腾达建设,-2.1282,-194.5639,-11.6124,2.1052,-77.7778,-9.5092
3065,南京新百,-19.0371,-194.5732,67.9342,-10.2417,-201.4706,65.2786
3066,惠伦晶体,-12.1921,-195.4509,-3.9993,-10.9237,-194.6429,-3.9993
3067,法尔胜,-15.2775,-197.5087,-30.7926,-22.4237,-200.0,-30.7926
3068,新五丰,18.409000000000002,-199.9243,-8.5029,-10.3328,-171.4286,-8.4016
3069,海正药业,-3.6332,-202.3343,-6.3066,1.004,-5200.0,-8.0181
3070,翰宇药业,1.4613,-203.3537,-12.6946,6.8382,-202.7778,-12.6946
3071,科达洁能,5.9758,-203.81099999999998,-11.9544,-0.5113,-211.3095,-14.3361
3072,长方集团,-10.0559,-208.2927,-34.3874,-8.169,-532.4619,-25.2173
3073,星光农机,-6.6711,-215.5902,-3.1489999999999996,10.2887,-331.7805,-4.7369
3074,华胜天成,-3.8126,-217.7884,-3.9031,-15.87,-199.5656,-4.3818
3075,顾地科技,-19.2895,-218.387,-11.9419,-4.6788,-200.0,-11.062999999999999
3076,深中华A,-12.789000000000001,-219.0827,-9.9704,-0.4309,-196.6667,-10.0135
3077,永清环保,-22.6089,-219.0893,-8.9746,4.3364,-218.1818,-11.4675
3078,莱茵体育,-46.953,-220.6587,-2.496,7.8726,-326.2443,-4.4441
3079,国旅联合,-4.2907,-221.8745,-12.6818,-13.8196,-358.5938,-14.616
3080,ST天宝,-29.0943,-223.4866,-6.2987,-3.0625,-189.8333,-6.2997
3081,中天能源,-47.2377,-224.3001,-17.0905,-9.9791,-416.2791,-19.6256
3082,浙江永强,-3.3115,-224.3493,-2.6692,-19.6151,-225.0,-3.4632
3083,福安药业,27.6682,-226.3818,-11.4272,-8.4499,-225.0,-11.429
3084,华仪电气,-28.0677,-227.1786,-2.2806,-3.9974,-237.5,-2.3565
3085,长春燃气,7.2231,-227.6739,-3.1775,4.1398,-210.0,-4.1557
3086,中兴通讯,-21.4144,-229.0178,-27.3676,-10.1495,-253.21099999999998,-28.8474
3087,美盛文化,-14.7337,-231.1761,-5.6563,-10.1179,-219.0476,-5.6127
3088,通合科技,-25.3097,-232.1685,-4.0401,-14.3241,-242.8571,-4.0401
3089,辉丰股份,-36.2501,-234.9111,-18.9299,-26.5928,-233.3333,-16.3332
3090,兆新股份,-7.7188,-242.5671,-15.4818,-19.5835,-237.5,-15.1308
3091,实达集团,4.4038,-242.9119,-9.2039,-10.8027,-242.7857,-9.2039
3092,中央商场,-2.4069,-243.5199,-20.5851,-10.0084,-243.0622,-22.1848
3093,华脉科技,-10.8386,-244.3073,1.1655,40.981,-231.8039,-10.5258
3094,海陆重工,94.3818,-244.8132,16.2882,13.3206,-229.8089,18.3345
3095,梅安森,-18.7631,-248.2093,-7.7755,-1.3799,-242.3529,-11.0351
3096,金枫酒业,-8.9633,-249.1342,-4.8548,-4.1925,-218.1818,-4.6646
3097,喜临门,32.1136,-250.0882,-10.978,3.53,-252.7027,-15.4722
3098,亚振家居,-27.1752,-252.111,-12.5776,-11.6323,-239.2857,-11.8429
3099,华伍股份,36.0857,-254.3168,-7.0869,-8.4754,-293.1287,-11.7534
3100,商业城,8.0673,-254.8367,-85.0744,-5.4128,-253.4803,-85.4892
3101,通达股份,46.1964,-255.1684,0.0613,17.1648,-200.0,0.3884
3102,文投控股,-8.4053,-258.0036,-11.4233,-8.2144,-248.0,-11.3982
3103,胜利精密,9.2803,-258.9558,-9.5558,-0.087,-255.5885,-9.2747
3104,益佰制药,1.975,-267.8572,-15.589,-9.9927,-287.3211,-18.1445
3105,长城影视,16.1704,-269.3517,-42.9887,-21.424,-346.875,-63.434
3106,森远股份,-8.1953,-270.0976,-8.066,-5.0256,-281.8182,-7.9348
3107,田中精机,59.2969,-270.8006,-22.8247,10.6085,-321.875,-29.4565
3108,国光电器,-0.1708,-272.3931,14.4435,15.3913,-258.0645,15.0732
3109,雷曼光电,13.811,-272.7686,-5.4874,0.6696,-266.6667,-5.524
3110,*ST百特,-83.3469,-274.0258,-56.7767,-38.0992,-274.1881,-56.8129
3111,奋达科技,4.2259,-275.8817,-15.1362,-12.4344,-208.8235,-15.1165
3112,晨鑫科技,-37.6103,-278.1093,-22.8191,-27.7102,-336.8421,-22.7392
3113,上海莱士,-6.4071,-283.0867,-12.7241,-21.2244,-282.3529,-12.7123
3114,*ST升达,-18.4672,-284.41700000000003,-9.4859,4.5051,-1416.6667,-10.505999999999998
3115,全信股份,14.3335,-293.5576,-16.8504,-12.3818,-290.3774,-17.3149
3116,秀强股份,1.6622,-296.7384,-34.0274,-21.999000000000002,-310.2426,-33.658
3117,汇源通信,9.3185,-297.3655,-0.5823,6.9043,-475.0,-1.0782
3118,*ST节能,-99.0207,-301.2604,-82.3256,-35.2747,-300.0,-82.3256
3119,江苏吴中,-42.5221,-308.7327,-17.851,-0.3597,-314.0541,-18.0669
3120,*ST刚泰,34.3283,-308.8226,-19.9528,-11.9938,-313.9344,-20.0538
3121,天龙光电,-97.1304,-310.8816,-60.1408,-65.6628,-302.7454,-53.2861
3122,*ST索菱,-4.5212,-311.223,-29.2514,19.838,-311.4286,-29.5741
3123,龙泉股份,3.602,-311.7443,-4.2612,-7.9351,-281.8182,-4.8727
3124,德力股份,-0.1669,-312.2909,-8.0062,-6.3266,-352.9457,-8.2128
3125,新时达,3.2725,-314.7735,8.7861,5.99,-289.1892,-10.2421
3126,天和防务,-25.4498,-320.4517,-13.8125,-12.5684,-344.8276,-14.1931
3127,天邦股份,47.626999999999995,-321.8245,-21.3561,40.1878,-244.1176,-21.4314
3128,三湘印象,-33.9904,-321.8464,-12.2531,-0.2131,-273.6842,-11.5117
3129,西藏矿业,-25.1389,-326.2215,-7.5895,-9.8137,-624.1327,-8.3965
3130,康旗股份,16.0007,-327.0619,-31.2053,-31.6567,-303.5088,-33.31
3131,*ST印纪,-83.4405,-337.7048,-55.957,-39.2225,-334.8607,-58.8702
3132,*ST尤夫,-24.4769,-339.4611,-58.5903,-19.402,-420.7317,-58.6428
3133,*ST华信,-94.1301,-340.0732,-126.09700000000001,-89.4895,-365.0,-131.9604
3134,久其软件,36.5459,-340.6527,-57.7921,-30.3902,-372.0754,-56.6257
3135,创意信息,-0.2684,-342.1484,-20.4386,-4.4208,-323.7443,-18.9925
3136,云铝股份,-1.9909,-343.6083,-15.7024,4.5822,-324.0,-16.2526
3137,金新农,-8.5168,-346.4667,-19.6819,15.3917,-516.6667,-21.0168
3138,聚龙股份,-8.8391,-347.5283,-10.7727,-11.1843,-318.1818,-10.5134
3139,焦作万方,-2.1516,-351.5807,-10.2958,-0.2766,-350.6757,-10.2958
3140,常铝股份,1.8159999999999998,-353.1162,-11.5347,-1.939,-352.1222,-11.5128
3141,兴民智通,1.1543,-354.5559,32.9833,14.5132,-466.6667,34.5244
3142,欣龙控股,17.5915,-354.6689,-14.9943,-14.5045,-339.3365,-15.0181
3143,科陆电子,-13.3615,-363.1249,-26.4036,-13.2364,-355.4704,-27.4576
3144,熊猫金控,-17.4273,-364.4922,-9.5149,-25.7791,-375.0,-7.1574
3145,天津松江,116.3703,-367.0184,-19.8305,-6.0576,-295.2381,-23.8644
3146,慈文传媒,-13.8432,-367.2604,-43.3986,-39.7362,-278.2946,-44.0082
3147,金洲慈航,-10.4124,-376.8467,-33.0332,-13.9116,-402.0833,-30.203000000000003
3148,四环生物,14.2924,-379.0216,-4.8469,-0.6175,-502.8169,-4.6831
3149,永贵电器,3.287,-380.8442,-17.6538,-14.1108,-353.1915,-17.6553
3150,恒星科技,-1.0454,-388.31199999999995,-9.1389,-14.7923,-344.4444,0.0672
3151,露笑科技,-6.9281,-408.1168,-38.363,-17.4132,-309.5238,-38.5201
3152,昂立教育,21.5774,-408.3019,-19.3305,0.1922,-306.2929,-18.6001
3153,*ST厦工,-36.2065,-410.7105,-105.2868,-20.4931,-684.6154,-133.9338
3154,乐通股份,-8.3843,-416.9184,-11.8687,-12.3376,-440.0,-11.8687
3155,交大昂立,-7.7467,-421.042,-43.7125,-36.5764,-415.0485,-44.729
3156,华虹计通,-7.3857,-424.5166,-4.9767,4.256,-375.0,-4.9767
3157,洪涛股份,17.8599,-426.6887,-0.9113,6.2017,-407.0,-11.7485
3158,弘业股份,9.8976,-430.2477,-5.0244,-4.9665,-672.2334,-6.0760000000000005
3159,方正电机,3.4547,-436.6337,-20.4088,-12.8499,-436.6667,-20.482
3160,安控科技,-22.3807,-438.1217,-35.3266,0.9908,-618.7726,-39.6232
3161,骅威文化,3.4108,-444.8066,-37.5544,-34.4606,-454.7619,-37.6996
3162,海航创新,-57.5049,-448.1693,-14.4951,-28.2444,-475.0,-14.4836
3163,宝塔实业,-0.7904,-448.9068,-9.0747,-2.7011,-750.0,-10.193999999999999
3164,长城动漫,-74.2415,-451.4395,-93.064,-44.8441,-451.2821,-92.9793
3165,兴源环境,-23.6038,-452.3695,-29.3291,-1.3528,-331.4286,-34.4878
3166,盛洋科技,-30.7416,-454.9852,-0.6899,16.7691,-454.5455,-18.1776
3167,远方信息,-24.3703,-463.0134,-29.9146,-29.4174,-475.5556,-27.4395
3168,西仪股份,-15.1911,-466.5517,-6.7998,-4.9742,-450.0,-6.7715
3169,国农科技,164.685,-466.79900000000004,-0.4158,30.6249,-336.6667,-15.5758
3170,银禧科技,-11.7299,-467.7877,-40.0204,-32.6711,-455.5556,-40.1081
3171,贵人鸟,-13.517999999999999,-469.3961,-41.7512,-37.3164,-535.6515,-34.2686
3172,宏图高科,-26.3452,-471.0058,-24.7574,-19.8448,-433.2068,-28.1789
3173,大晟文化,-36.2364,-473.3993,-56.2615,-51.5124,-474.0741,-57.2591
3174,启迪古汉,-45.9127,-485.4287,-0.6193,-6.5394,-293.4466,-0.6193
3175,信邦制药,9.6262,-487.0997,-23.5273,-9.2065,-521.0526,-24.9096
3176,初灵信息,-6.7541,-492.1888,-21.3325,-16.2701,-488.2353,-27.6753
3177,长高集团,-25.5978,-492.5286,-18.2702,-15.6086,-500.8621,-18.7838
3178,襄阳轴承,-2.0716,-493.9196,-4.9037,-1.6364,-533.3333,-5.3108
3179,华讯方舟,-13.7439,-494.8713,-30.6809,-2.3236,-472.7168,-32.7843
3180,林州重机,24.862,-507.2849,-4.5109,-2.7339,-550.0,-5.1225
3181,华塑控股,-46.0436,-511.3316,-55.5504,-32.092,-531.1258,-78.1497
3182,中元股份,-6.8848,-514.3652,-32.1723,-30.4188,-542.8571,-33.2275
3183,天津普林,-9.0798,-517.5923,-13.5411,-7.6959,-500.0,-13.5362
3184,神雾环保,-98.1757,-521.3733,-53.7373,-20.7334,-511.1111,-53.7373
