,name,mbrg,nprg,nav,targ,epsg,seg
0,四川九洲,19.8979,11023.9295,2.7704,8.3437,1122.5352,3.1063
1,海航投资,179.0924,4265.6001,10.215,-35.0114,2300.0,9.6479
2,奥赛康,974.4786,3775.0833,214.6845,241.3735,709.0909,254.06
3,阳煤化工,7.4669,3211.2865,34.7612,-0.9281,11.0606,54.8774
4,深南电A,-7.8616,3202.4641,0.6152,14.68,6.6667,0.983
5,开能健康,27.3528,3120.1104,-31.8515,-38.4215,386.6667,42.1108
6,淮北矿业,5617.4238,3108.4179999999997,1000.2844,2337.342,309.7561,876.3032
7,北汽蓝谷,42903.6125,2861.4161,6826.4031,11154.8059,18.4615,8344.1318
8,三特索道,20.1616,2736.8812,12.3428,7.1718,2325.0,16.3109
9,*ST中科,21.1433,2549.9205,2.7902,4.5132,2500.0,2.7902
10,紫天科技,84.8948,2414.8626,109.771,105.12700000000001,1514.7309,92.2303
11,冀东水泥,101.7603,1851.9170000000001,111.3834,51.0768,1242.6829,44.6667
12,中公教育,-6.412999999999999,1532.5405,52.4001,55.6249,144.4444,54.4903
13,鲁亿通,1048.1273,1530.2546,494.5314,843.5484,534.6154,494.5314
14,山西焦化,20.5835,1521.1,260.6673,81.5291,909.25,333.0119
15,科斯伍德,103.2234,1421.4935,4.9510000000000005,-4.613,500.0,4.261
16,芒果超媒,223.7747,1354.3448,230.041,432.5368,411.1111,235.8889
17,沙河股份,-30.2474,1306.2534,18.7596,25.4517,1814.8148,19.4359
18,神农科技,-61.9227,1256.2465,-31.6209,-39.891,-224.375,-1.218
19,雅戈尔,-2.0738,1151.5379,16.1804,12.9906,1187.5,15.6228
20,海越能源,86.1564,1080.6373,13.9299,-1.516,88.5714,13.7075
21,赣能股份,20.758000000000003,1045.9117,4.2184,3.5580000000000003,1024.2604,4.2184
22,国际医学,-49.7636,1039.981,59.0965,25.2662,1010.0,58.2212
23,金种子酒,1.892,1021.7235,4.2218,1.9377,1700.0,4.1922
24,兰州民百,1.1819,1004.4066,65.0813,14.4638,1005.4645,65.0813
25,长春经开,41.1596,984.9661,3.8989,-9.8719,950.5,3.9037
26,华北制药,19.5178,909.9427,4.3832,4.4621,666.6667,2.5649
27,天喻信息,23.8068,893.6133,6.1212,14.2316,347.4286,3.6671
28,德新交运,-13.6669,864.5215,57.4852,62.7533,710.0,57.7444
29,我爱我家,710.9095,818.4588,18.0628,7.2186,335.634,20.9683
30,天科股份,693.7305,808.3471,526.4063,682.6133,215.0,511.6709
31,深桑达A,-6.9952,755.3769,-3.3558,11.7282,308.48,-7.2386
32,杰瑞股份,44.2316,740.7972,5.8574,14.8323,814.2857,5.8041
33,威华股份,25.0423,724.0525,5.4675,23.9018,500.0,6.0318
34,皖能电力,9.904,706.7144,4.4319999999999995,8.8604,342.8571,-3.3443
35,濮耐股份,37.2507,654.7937,9.2266,7.417000000000001,733.3333,9.6244
36,建新股份,164.6666,653.384,60.4017,59.7238,653.0446,60.4017
37,利达光电,183.0108,640.1713,55.5633,183.1014,518.1818,66.5918
38,神马股份,4.3839999999999995,636.9098,34.3449,10.3985,880.0,25.6767
39,川润股份,9.0414,594.8114,4.8081,13.7162,600.6536,4.7929
40,帝欧家居,707.3093,589.1059,208.6224,362.1873,60.3175,209.0021
41,世纪星源,-8.4271,583.4177,12.4574,7.1881,869.6552,12.6085
42,国创高新,78.3935,561.168,6.3677,2.1158,325.0,6.5113
43,建设机械,21.765,550.6017,4.7619,21.6234,417.0391,4.7534
44,中信国安,-8.8947,538.2438,23.9192,4.6886,673.1118,36.7714
45,亚联发展,279.2043,536.8076,-14.433,3.8375,-510.9855,5.7832
46,中华企业,151.8073,527.9389,206.3825,103.2811,180.6122,280.6461
47,*ST柳化,9.75,510.3855,5519.8112,-14.3945,500.0,5566.084
48,沃施股份,-12.0276,504.3777,748.3219,1002.8651,0.0,260.249
49,圣农发展,13.6673,483.6525,23.7043,11.0107,374.0827,24.0998
50,北方股份,34.2833,477.5003,21.0937,0.6597,204.5455,9.408
51,中百集团,0.0156,474.3548,11.7453,3.2093,534.4411,13.0093
52,重庆钢铁,71.0299,459.0958,10.2815,7.6797,400.0,10.7683
53,中国联通,5.8392,452.3097,3.2317,-5.5534,602.6596,3.5091
54,维科技术,0.3417,452.1222,-1.5772,-9.0882,178.7946,-0.6058
55,温州宏丰,16.7164,442.4141,2.7657,-3.0075,150.0,3.3443
56,广电电气,-7.6578,432.8957,4.4423,2.3452,462.0253,4.4924
57,豫园股份,97.3976,420.3134,182.4057,253.5215,75.5647,158.9094
58,圣济堂,43.2526,418.1537,4.1641,-3.8632,423.1818,4.1554
59,海普瑞,80.3219,401.0496,-18.758,3.5306,369.2308,-19.9511
60,三维通信,200.7875,400.1527,29.9964,5.593999999999999,249.6491,29.0129
61,洪都航空,-4.4357,375.2636,-0.7138,1.3004,383.4112,-0.7214
62,宝钛股份,18.5581,371.1373,3.3743,5.4483,557.1142,3.4922
63,云南旅游,39.4018,364.4495,9.8423,-13.5648,581.1032,28.2703
64,青龙管业,21.4363,364.3012,2.3149,2.8327,266.6667,2.2286
65,南天信息,20.0359,351.8945,21.5801,11.597000000000001,240.2918,4.0203
66,宝新能源,52.4647,348.2804,4.4061,24.1764,320.0,4.4144
67,天山股份,12.0344,339.7344,11.0442,-7.7595,293.1894,14.272
68,恩捷股份,101.3893,336.3319,146.0505,277.9447,5.2174,131.4859
69,中航高科,-12.8554,334.0099,8.8748,8.0953,266.6667,8.6882
70,鲁信创投,-4.117,331.8455,2.3649,2.2506,316.6667,3.4002
71,大龙地产,40.9959,331.8333,3.273,18.7574,266.6667,3.3649
72,双星新材,27.6091,330.4668,4.1911,2.7892,309.882,4.1911
73,中南建设,31.2834,330.1053,18.0451,34.6792,263.8154,23.8103
74,易尚展示,53.467,329.5429,116.5353,35.1695,58.8235,104.029
75,青松股份,75.2419,322.5538,52.443000000000005,53.9421,322.5662,52.443000000000005
76,航天长峰,40.3062,322.1915,39.7875,28.7134,606.7524,35.1343
77,仙坛股份,19.1219,314.3505,17.3589,20.0913,132.1429,15.538
78,雅克科技,36.5847,312.9873,172.8166,168.407,212.74900000000002,168.8174
79,招商港口,295.0542,304.2697,1124.5531,1505.1477,-22.2506,524.8358
80,连云港,3.4461,298.7973,14.5701,22.9084,-66.6667,-0.3414
81,中京电子,63.6089,294.0608,21.9418,67.9692,266.6667,2.9443
82,希努尔,121.9914,293.3134,12.545,42.8878,106.8996,10.4511
83,风华高科,36.5109,292.6211,20.675,11.2893,307.1429,20.7973
84,丰乐种业,33.2085,292.2558,17.7817,11.3817,356.4103,17.8796
85,四通新材,487.3808,286.9506,311.2255,635.9608,74.4186,308.6448
86,中际旭创,118.7582,285.8174,19.2374,3.4594,172.0,19.2374
87,东华测试,3.6361,285.8008,2.8354,-2.6176,284.8485,2.8354
88,栖霞建设,36.9391,285.3888,-4.6626,6.2829,301.7442,-4.7028
89,盈峰环境,166.3072,284.7024,228.7965,200.262,28.125,233.7464
90,华谊集团,1.5759999999999998,283.0123,4.3223,18.7875,193.1034,8.5979
91,金钼股份,-13.9879,277.9112,2.7201,-2.1282,300.0,2.1430000000000002
92,天际股份,0.8514,277.7796,1.8277,7.0105,280.0,1.8277
93,三丰智能,186.5632,272.2274,48.4615,11.8396,168.5985,49.0592
94,东方盛虹,1558.2578,271.2981,260.9476,395.3027,36.8421,261.1806
95,新乡化纤,9.4163,270.3643,2.8288,21.5853,273.029,2.8211
96,正虹科技,-0.484,255.9947,10.292,1.8752,246.1921,10.3763
97,三盛教育,-38.9837,255.2872,4.8692,11.7053,411.1111,4.7239
98,新集能源,17.1783,254.1347,10.9047,-4.3899,1022.2222,10.6982
99,三爱富,-68.2727,250.3411,-2.0002,-52.4037,1035.6075,21.7181
100,丝路视觉,40.8919,249.1079,10.4451,36.2635,132.0476,14.7103
101,新国都,87.5093,244.7807,4.9768,6.832999999999999,79.3103,5.0258
102,二六三,11.1122,244.7707,4.1611,6.8872,175.0,5.0126
103,攀钢钒钛,60.6804,243.8484,69.4726,13.2941,258.01,71.9998
104,尚纬股份,72.2924,243.3996,-0.3063,24.0833,266.6667,-0.3063
105,东方电缆,46.6668,241.5462,9.6816,15.4513,112.5,9.4285
106,恒实科技,99.9687,240.1051,270.5718,255.3523,145.0477,296.7111
107,聚飞光电,14.1053,239.1063,4.7743,-2.0046,160.0,5.3395
108,深华发A,-25.7556,238.1559,1.0275,-2.0123,241.1765,1.0275
109,智飞生物,289.4257,235.7504,42.3269,65.8633,235.963,42.3269
110,常宝股份,53.8495,232.1792,12.2848,13.0868,188.2353,6.7668
111,创维数字,6.9996,231.9548,12.4251,10.1926,255.5556,13.2326
112,广汇能源,58.5823,231.5553,20.7875,7.8857,122.8685,30.4032
113,飞凯材料,76.2283,228.2497,13.620999999999999,19.1686,148.1481,13.7475
114,高伟达,20.6083,224.2697,11.1484,6.7526,187.5,9.9984
115,安硕信息,6.5357,220.7565,5.9968,9.5084,136.2222,6.5525
116,道森股份,40.7969,219.5383,7.3713,11.3605,204.5519,7.5956
117,酒钢宏兴,10.8418,218.3582,10.8602,-0.2089,159.6726,9.7824
118,五矿稀土,29.1845,215.3611,4.7699,9.497,233.7621,4.9448
119,新元科技,76.8907,212.5673,34.0836,-1.694,161.9048,37.3099
120,苏宁易购,30.3461,212.1973,5.4804,26.8257,220.0,2.4807
121,日发精机,95.8354,210.9385,64.2531,118.104,170.0,65.96
122,京能电力,3.8827,210.1759,3.4847,12.234000000000002,62.5,2.1618
123,华纺股份,14.5202,205.6959,1.5715,5.4538,100.0,1.4363
124,中兵红箭,3.7321,203.7511,4.4433,7.1325,188.2147,4.4358
125,上海钢联,30.3378,203.5761,13.7973,-5.3602,151.2736,16.1381
126,三毛派神,656.2569,201.2089,457.3625,583.4972,46.8235,453.9221
127,金固股份,-9.7457,199.5573,-3.1449,1.2743,77.7778,-3.3355
128,东阳光,57.5876,198.4047,92.0334,46.2714,71.4286,58.1417
129,文化长城,117.3112,197.7792,34.583,62.5813,152.9412,31.4681
130,瑞丰高材,31.9074,194.5472,17.7499,20.3094,193.3333,17.7499
131,跃岭股份,23.6099,193.1338,5.1117,7.4664,80.0,5.1117
132,华电国际,11.8448,192.7869,20.1693,4.0444,256.8182,24.5986
133,山东墨龙,50.1413,191.9103,4.2886,6.1826,131.8,3.9846
134,精工钢构,32.1121,191.2764,23.4464,15.2359,166.18,22.9691
135,均胜电子,111.162,186.3796,32.7042,67.7842,240.4762,-1.9867
136,华联股份,14.3568,185.0217,0.9641,-0.7975,62.1622,1.1757
137,四川双马,-29.4178,184.9886,-2.5535,-31.6798,237.037,19.2446
138,量子生物,262.0491,184.2007,163.8717,220.9139,150.0,169.8482
139,三一重工,45.6147,183.0376,23.2393,26.6787,189.3158,23.4818
140,通宝能源,18.2475,182.99200000000002,5.8421,-0.3752,173.6695,5.9025
141,开滦股份,10.2278,180.9532,13.1589,10.3725,160.6061,13.106
142,英飞特,26.4664,180.8998,3.3708,6.0058,176.9231,3.3708
143,沪电股份,18.8068,180.294,14.9397,10.1086,180.1809,14.9397
144,华锋股份,47.8866,179.4892,238.9158,185.0727,157.1429,238.2879
145,吉宏股份,100.3372,178.2585,38.4931,38.3228,56.5217,36.8821
146,中关村,1.8846,177.4721,5.7327,-3.3258,547.644,5.9921
147,高新发展,66.4734,176.1686,11.8883,17.965999999999998,125.641,7.737
148,郑煤机,244.6325,176.019,6.1816,44.5651,187.4251,6.0833
149,中科电气,47.2222,174.5336,10.7693,28.8139,172.4026,10.7691
150,双良节能,45.7831,174.0977,9.0868,0.9085,161.6554,8.9118
151,通源石油,95.0888,173.7809,-9.1526,7.166,129.5409,6.7563
152,滨海能源,3.9526,171.5239,9.4658,-50.424,274.4875,7.8189
153,深深房A,61.6143,170.368,18.5448,16.9612,172.1159,17.8209
154,科大国创,61.5752,167.8914,130.832,68.2411,166.6667,129.7665
155,龙星化工,14.1915,167.483,11.6952,-1.9563,165.61,11.6952
156,华鼎股份,132.9735,165.2717,101.0902,100.3639,127.2727,103.3053
157,隆华科技,50.818000000000005,164.8968,8.9309,21.5476,190.0383,5.9284
158,硕贝德,-16.6993,164.8766,-6.5248,-8.6513,7.1429,-4.9653
159,宝钢包装,9.4811,164.8433,2.5839,-2.1074,400.0,2.5275
160,雄韬股份,11.2836,162.5074,12.446,19.1334,170.0,9.6543
161,舍得酒业,35.0248,162.404,2.2554,3.0521,140.0517,1.2912
162,柳工,60.5513,160.9671,10.7546,21.0265,88.223,5.7872
163,延长化建,94.4581,159.4507,33.7688,49.5562,62.9477,33.7688
164,华新水泥,31.4838,157.96200000000002,39.2519,8.7287,148.9209,40.1112
165,中核科技,40.3337,157.2493,5.4618,9.1653,131.1532,6.2179
166,兴业科技,-14.4811,156.4203,-1.5,11.9371,156.4257,-1.5
167,京能置业,36.6598,156.4049,9.4832,7.3611,0.0,2.6485
168,双塔食品,15.0576,156.3468,-0.4603,-12.338,133.3333,-0.4541
169,华能水电,20.7736,155.1885,11.6546,0.2292,128.5714,12.2701
170,超讯通信,46.9808,155.0352,37.3124,71.7084,-7.4074,-0.3834
171,浪潮软件,-6.8828,155.0118,13.3121,8.8453,155.2632,13.32
172,佳沃股份,235.4129,153.5463,11.648,15.3685,884.7366,11.4798
173,海默科技,37.17,153.5246,-2.0191,-3.4704,411.6418,3.3280000000000003
174,宋都股份,67.0323,153.4751,17.9776,36.1125,158.3333,10.4701
175,罗牛山,-13.6267,151.4051,11.3625,2.1524,154.2169,11.5407
176,帝尔激光,120.5903,150.1324,110.6118,130.9892,149.2647,110.6118
177,妙可蓝多,24.8159,148.6942,3.5368,1.4195,147.619,3.5368
178,雅本化学,49.4954,147.9596,6.4441,14.1394,22.3037,3.9692
179,华鲁恒升,37.9393,147.097,29.9129,16.448,147.2149,29.9129
180,钢研高纳,32.2529,145.7734,33.4486,36.1129,82.1868,32.6741
181,人民网,20.9234,143.4659,9.6328,13.1247,137.5,7.3946
182,金路集团,19.7461,143.2507,9.0493,-1.0863,48.2852,9.1819
183,久联发展,31.5624,142.8865,50.2096,41.0482,56.5217,58.5937
184,华软科技,39.9323,142.2265,5.9847,20.747,33.3333,2.9648
185,百大集团,-15.0875,140.7261,4.6879,-3.41,138.4615,4.6879
186,川仪股份,13.7457,140.5223,13.3257,7.5367,145.0,13.3959
187,东方中科,25.2171,140.0621,14.3707,76.9401,105.3154,9.1215
188,久立特材,43.4187,139.4301,10.0059,4.6683,125.0,9.477
189,华昌化工,9.1609,139.2846,0.0142,4.5243,147.7298,-0.4108
190,姚记扑克,42.4186,139.0922,14.4424,36.6001,68.8728,12.4404
191,塔牌集团,45.2722,138.8795,9.7062,11.7509,89.3517,9.7191
192,清水源,103.5485,138.8477,19.8837,26.6744,118.0802,19.3536
193,上海电力,19.8174,138.8019,36.9027,21.9439,190.0805,24.7323
194,新安股份,51.1852,138.3284,27.7969,11.5481,133.9441,25.6263
195,海特高新,21.0168,138.0963,-0.8419,-0.8475,60.0,-0.4123
196,宝馨科技,47.1951,137.6338,9.793,17.1124,137.7095,9.793
197,西部建设,26.3347,137.5283,4.1625,8.683,140.0,3.364
198,凯利泰,16.0346,137.3112,22.5533,32.4826,136.4503,23.285999999999998
199,冠豪高新,23.7995,136.975,3.5616,3.6879,125.0,3.6568
200,三元股份,21.804000000000002,136.5146,18.1442,76.6348,135.2941,3.1183
201,优博讯,114.7781,135.9557,18.766,40.5253,147.0588,18.7029
202,澳柯玛,21.0896,135.8992,3.2887,4.4245,125.0,2.6627
203,花园生物,57.2436,135.7368,21.9003,18.0281,-11.1111,21.9003
204,信达地产,23.2519,135.5751,107.3574,41.0418,57.5758,102.0791
205,振兴生化,25.4553,134.5122,10.8422,-0.2289,108.8256,11.5003
206,深高速,20.0654,131.483,23.8687,9.6788,141.1315,27.6765
207,佳电股份,22.6601,131.2731,17.9327,17.646,156.7238,17.9327
208,巨化股份,13.7146,131.1942,18.4079,17.9018,77.2727,16.262
209,永太科技,19.7793,130.3049,13.2718,13.3783,145.4545,12.495999999999999
210,星源材质,11.9192,129.9569,19.9324,50.3514,107.1429,20.516
211,光莆股份,56.3398,129.8737,22.2514,75.5548,64.0365,21.2476
212,经纬辉开,132.1194,129.7546,6.3756,7.1596,36.7059,6.5585
213,中信重工,12.5516,129.0387,0.5852,-0.4027,100.0,0.14
214,天汽模,15.2916,128.1363,8.7027,21.0474,118.1818,8.4443
215,江南化工,74.4453,128.1262,53.2291,134.85299999999998,95.8751,56.8809
216,先达股份,46.2077,128.0046,21.3862,25.9093,45.4545,21.3862
217,理邦仪器,17.7215,127.2984,0.4893,1.0193,111.7647,0.9319
218,高德红外,6.608,125.9765,2.1192,6.72,126.0684,2.1192
219,艾比森,28.3927,125.4785,21.3802,17.576,126.9703,21.9147
220,中航重机,-3.8593,124.9313,16.0562,-4.1372,104.7619,13.5225
221,山河智能,45.8496,121.0559,3.5765,16.2736,108.0348,7.8476
222,金科文化,95.1733,120.8941,-29.074,19.6786,72.0,-28.4096
223,天鹅股份,8.189,120.4278,7.8568,22.2543,33.3333,1.4096
224,恒立液压,50.6496,119.6736,18.1226,18.1163,55.7377,18.2441
225,中科创达,26.0044,119.1536,18.7532,-2.0303,110.20299999999999,19.2408
226,东北制药,31.5379,118.7422,41.0054,10.6268,45.16,42.6164
227,万年青,43.8933,118.2596,31.526999999999997,20.057000000000002,145.9162,29.7099
228,美吉姆,49.776,118.2459,49.8385,220.7184,80.0,4.9673
229,美尔雅,-5.6805,116.5119,1.3481,11.7392,86.7188,1.5905
230,国瓷材料,47.6469,115.2913,61.8789,33.1123,112.1951,68.9652
231,神开股份,35.4329,114.8436,3.3053,4.5305,166.6667,3.0654
232,云海金属,3.5356,114.4191,17.8358,21.6445,112.8184,17.9339
233,老白干酒,41.343999999999994,114.2857,61.0922,89.7434,45.9459,60.7753
234,广宇集团,-8.7409,113.1275,6.479,40.9769,72.0,9.4899
235,山东矿机,35.6046,113.0388,6.8064,3.7248,-35.8533,7.1677
236,宝泰隆,21.2802,112.8551,5.7245,6.4686,90.9091,6.5814
237,晋西车轴,1.8096,112.5464,0.7451,1.4659,200.0,0.7451
238,建投能源,32.6316,111.8527,3.5524,2.2053,156.38299999999998,2.6289999999999996
239,扬帆新材,20.5061,110.8345,24.5032,23.3786,94.9153,24.5032
240,美诺华,40.2499,110.3216,15.2812,50.0345,67.5,7.2437
241,平治信息,-5.2751,109.5077,62.5832,29.98,35.5372,54.876000000000005
242,恒信东方,68.3708,109.5018,7.5552,36.6593,97.9354,7.2628
243,智慧能源,1.4561,108.9801,-17.108,-2.6253,197.3913,-13.0692
244,东旭蓝天,6.706,108.6228,26.0541,19.0963,102.0,26.2449
245,安居宝,8.7425,108.1604,1.9433,4.4782,150.0,1.9504
246,杭氧股份,22.4653,108.0411,13.9885,2.3231,87.8049,14.5414
247,北京君正,40.7678,107.8948,1.5202,3.5634,72.8205,1.5202
248,赛轮轮胎,-0.8847,107.7449,5.7711,1.5492,78.5714,5.7211
249,中粮生化,182.0933,107.2257,391.7977,240.6306,6.2170000000000005,411.4841
250,河钢股份,10.987,106.0961,23.6939,9.781,88.2353,23.015
251,中国宝安,66.8047,105.7466,5.0739,10.1084,66.6667,5.4212
252,北京利尔,40.3881,105.34100000000001,9.6562,-2.3389,106.3422,9.5301
253,华测检测,26.5623,105.2827,9.3443,15.4434,100.0,9.1549
254,国风塑业,5.2089,104.4028,5.2635,-1.7405,71.9902,6.4437
255,新奥股份,35.8408,102.9999,58.2141,9.0924,73.4375,65.7612
256,康泰生物,73.6949,102.9241,71.127,50.9218,32.0755,71.127
257,鲁商置业,16.8576,102.5953,10.2347,12.6361,45.4545,4.5314
258,甘肃电投,21.1648,101.3769,6.8797,0.6758,97.0809,6.7909
259,中矿资源,60.3637,100.5452,216.6107,224.8126,83.7373,220.58
260,南纺股份,26.6347,100.449,45.4915,-2.4875,100.0,41.7458
261,徐工机械,52.4488,99.8179,26.1256,23.0658,86.4286,25.46
262,千方科技,189.5583,99.7426,121.5134,107.8702,63.5373,130.1042
263,苏博特,37.8827,99.7381,11.319,29.3407,54.386,11.2609
264,蓝光发展,25.5264,99.571,42.2512,58.4217,8.6418,8.3525
265,威海广泰,21.233,99.5446,5.6362,1.9953,106.6667,5.7723
266,名家汇,91.6089,99.1226,166.8863,112.1765,65.5172,155.7865
267,维信诺,5504.4429,99.0442,2390.8839,300.9145,-13.1498,1839.2559
268,世嘉科技,121.9393,98.9573,192.6327,188.6654,50.0,189.7401
269,鸿路钢构,56.4618,98.5818,9.7607,22.2097,31.6667,9.7607
270,药石科技,75.0241,98.4106,19.0898,34.15,1.6807,21.095
271,广和通,121.7453,97.9072,21.7166,63.2752,24.1379,21.7166
272,莱美药业,21.8628,97.8467,0.0667,14.6124,77.9412,0.4749
273,航锦科技,12.4798,97.17399999999999,-5.3870000000000005,11.0298,97.2973,-2.9859
274,中国石油,16.7518,96.8305,2.1231,1.1496,141.6667,1.739
275,中体产业,32.7454,96.7987,2.7771,10.407,44.2671,4.0091
276,华东重机,98.87700000000001,96.743,6.667000000000001,0.5626,79.6002,6.4628
277,中国软件,-6.6728,96.6168,2.5077,7.9516,46.6667,4.2412
278,天原集团,18.5639,95.2987,18.4466,4.319,41.623000000000005,19.8918
279,红旗连锁,4.0507,95.181,12.7504,11.2753,100.0,12.6816
280,方大集团,3.4338,95.141,60.3978,39.7805,96.9072,60.3978
281,新城控股,33.5778,95.0176,96.1255,79.9839,73.0627,47.8566
282,恒力股份,169.5053,95.0164,279.426,536.2586,11.4754,285.5601
283,共进股份,10.3055,94.8593,4.8929,12.0895,92.3077,3.7712
284,海能达,29.5803,94.7238,8.2181,7.4675,85.7143,8.2185
285,正平股份,89.2616,94.5522,18.9423,44.0908,41.6667,6.4726
286,上峰水泥,15.6302,93.6609,51.6955,16.9458,86.2707,53.9599
287,高盟新材,19.0649,93.1543,4.2199,2.1865,77.7778,4.2199
288,珠江啤酒,7.3251,91.4729,3.4221,7.8603,-5.5556,3.4354
289,博敏电子,10.7492,91.1961,129.5809,61.8003,74.359,129.5809
290,新兴铸管,-1.7429,90.8753,5.2669,5.7176,89.4566,4.558
291,卧龙地产,81.6181,89.5708,13.5973,6.1002,84.6614,20.6571
292,文山电力,-0.4584,88.9938,14.5898,3.8565,87.8788,14.5898
293,东方能源,17.2216,88.8802,30.9445,44.7208,62.5,1.161
294,红相股份,76.3088,88.7705,10.8196,14.4669,71.0526,10.8779
295,宜宾纸业,11.644,88.6802,119.7379,3.0305,88.6801,119.7379
296,新钢股份,14.0018,88.3557,40.5565,25.311,69.8991,42.13
297,彩虹股份,326.0637,88.1098,0.2348,10.0779,-66.0,0.0539
298,长青集团,6.0488,87.884,0.7254,21.4817,89.1505,0.7254
299,金能科技,32.4722,87.1368,26.2525,28.1766,79.0476,26.2525
300,日丰股份,22.9188,86.9939,31.5625,11.9234,87.5,31.5625
301,数码科技,16.0042,86.9802,5.1222,8.9447,129.434,5.1598
302,海螺水泥,70.4969,86.4782,26.5906,22.4367,88.2943,26.0414
303,金瑞矿业,72.5472,86.135,3.8657,3.8817,100.0,3.8657
304,新媒股份,44.2208,85.7565,27.2754,30.7416,86.8421,27.6807
305,大立科技,40.4636,85.4842,4.4875,1.8321,71.4286,4.3691
306,南威软件,21.2719,84.5402,75.5129,52.571000000000005,40.0,73.2026
307,五洋停车,32.8005,84.5324,7.3041,10.8877,12.5,7.0106
308,华英农业,29.7653,84.5162,4.1466,12.4204,93.9843,3.74
309,上海能源,8.1327,84.4816,5.2405,4.1679,27.7778,6.2674
310,普利制药,92.0729,84.369,22.4417,26.8068,15.1163,22.4417
311,营口港,26.0649,84.0233,7.5811,-0.9187,86.9407,7.7831
312,合盛硅业,59.3719,83.6588,46.893,13.3999,68.9516,46.468
313,康达新材,68.7981,83.5955,16.9095,27.9007,78.9474,16.9409
314,道氏技术,109.0045,83.4986,25.3854,39.7563,-21.1268,77.2666
315,智莱科技,62.4841,82.992,50.5036,43.7837,83.1169,50.5036
316,生意宝,16.2026,82.3164,2.3531,15.6281,75.0,2.6864
317,天通股份,19.7698,81.778,2.9326,8.8655,50.7937,2.6641
318,新和成,39.2659,80.7933,15.8537,20.6353,-8.9172,15.8593
319,阳谷华泰,27.116999999999997,80.4295,99.3932,29.3886,40.2778,99.3932
320,药明康德,23.8038,79.9679,169.5934,80.178,70.229,178.8862
321,宁波海运,61.9696,79.6581,33.0882,20.3092,35.2493,21.6495
322,精测电子,55.2384,79.3791,39.9178,105.8053,-13.0435,35.3686
323,凯美特气,17.8091,79.1608,7.7734,17.3661,80.8894,7.4518
324,鸿远电子,25.3524,78.967,28.643,21.5544,79.5918,28.643
325,世纪瑞尔,28.8162,78.9018,2.1613,-7.4358,66.6667,1.6395
326,金牛化工,22.6985,78.6251,9.631,7.9002,69.5652,6.4639
327,新莱应材,84.1906,78.5326,6.4528,67.5792,72.7273,6.5774
328,金石资源,55.6406,78.4776,15.8151,23.0705,62.8571,15.7522
329,中旗股份,27.3956,78.2724,19.8461,30.0409,78.125,18.7498
330,银泰资源,225.5214,77.7944,86.1601,97.4599,11.2072,103.2576
331,四维图新,-1.0586,77.7577,7.6932,-5.9579,71.7749,8.5151
332,海欣股份,9.8196,77.571,-8.2201,-7.8226,28.4404,-9.5462
333,有研新材,16.8713,77.404,3.1122,5.3302,80.0,3.2309
334,东方铁塔,7.3397,77.2631,6.0798,3.532,81.142,6.2425
335,中通国脉,33.1264,77.0755,61.2608,79.8383,70.6161,61.2642
336,潍柴重机,19.8154,77.0726,2.7921,7.4838,66.6667,3.0361
337,大湖股份,7.377000000000001,76.8883,1.6658,7.1421,113.3721,1.3751
338,合肥城建,-28.3602,76.8024,6.8909,10.7658,88.6341,6.8548
339,海翔药业,17.7436,76.7174,4.8336,-5.7795,72.7273,4.8336
340,天玑科技,7.7989,76.6835,1.9453,1.4736,-5.0,2.1117
341,通产丽星,11.8285,76.4257,4.1974,4.0077,94.3005,3.7639
342,汉商集团,6.8463,76.1364,3.1233,1.0498,-8.5896,2.4555
343,海南高速,-20.8137,76.1122,4.3678,3.477,76.8421,4.3771
344,蓝帆医疗,68.351,75.9323,446.0927,591.2483,14.6341,446.8105
345,金科股份,18.632,75.9214,68.8549,46.6019,105.7143,17.2581
346,华自科技,122.1789,75.8207,36.9155,20.4844,53.5714,38.1114
347,中富通,40.5602,75.8046,19.5483,78.484,0.0,10.3418
348,美利云,24.6508,75.3562,2.2197,10.8251,50.0,2.2225
349,阳光城,70.2797,75.3028,34.2177,23.5154,29.4118,19.9925
350,东杰智能,37.5105,75.0319,66.7303,71.1633,57.6923,66.8473
351,震安科技,70.4283,74.9865,25.6676,33.6116,74.9885,25.6676
352,桂林旅游,3.0164,74.7695,2.5342,11.2569,51.7007,3.6419
353,远兴能源,-13.3965,74.4153,11.582,7.148,83.3333,11.3345
354,柳钢股份,13.9421,74.2023,46.2468,8.1344,74.2082,46.2468
355,尖峰集团,18.9505,73.7492,22.1531,17.378,68.8685,20.3777
356,通润装备,10.5522,73.4192,9.8971,8.8682,69.2308,7.1991
357,新纶科技,55.6707,72.8225,53.825,49.6515,-19.9767,54.4628
358,水井坊,37.624,72.7185,17.5002,14.6686,72.7246,17.5002
359,吉华集团,18.688,72.6883,5.9614,5.5291,59.2299,9.3765
360,东南网架,11.5909,72.5271,3.2883,2.399,41.6667,3.9248
361,光大嘉宝,54.3048,72.4034,34.3493,86.6079,24.5902,12.1972
362,博思软件,80.2602,71.8869,32.5875,32.8298,-14.6025,26.6964
363,浙商中拓,30.7532,71.8279,8.1669,8.1948,14.7059,7.6869
364,耐威科技,18.6506,71.5539,8.4686,6.0657,30.0191,8.021
365,中石科技,33.7848,71.4307,22.569000000000003,8.357999999999999,-28.7151,22.5919
